,IC objective pessimistic
1151,-0.022162710935676098
1152,-0.035607488784233365
1153,-0.02184647756407066
1154,-0.020692636328758462
1155,-0.02146355053013228
1156,-0.03075492959644044
1157,-0.03395688620448414
1158,-0.023746487821096077
1159,-0.020959484030634086
1160,-0.023634288548071633
1161,-0.023755349311305518
1162,-0.01667344359529803
1163,-0.0327356396928735
1164,-0.022526038927032532
1165,-0.028021231566177154
1166,-0.013336104519065618
1167,-0.023822864545079835
1168,-0.018359118655913227
1169,-0.035014300931118424
1170,-0.04377522312086389
1171,-0.015761506932487616
1172,-0.02238357246407132
1173,-0.01723805929149695
1174,-0.022154028736479706
1175,-0.01414511792652097
1176,-0.028848841112356114
1177,-0.013963171881268152
1178,-0.024307268367286503
1179,-0.026650964329843367
1180,-0.04305724761122723
1181,-0.018289002806789068
1182,-0.02277715000105869
1183,-0.026015008833576107
1184,-0.030522067782957137
1185,-0.031084555217601773
1186,-0.009290158955614773
1187,-0.014985017044339948
1188,-0.02599315651936049
1189,-0.028284606163449445
1190,-0.030924496707949597
1191,-0.015872741763949344
1192,-0.026988188259558333
1193,-0.02743282670242723
1194,-0.035247832254726316
1195,-0.02029290867818509
1196,-0.01665985899026854
1197,-0.022969663368401227
1198,-0.02168509949760029
1199,-0.022849904281481398
1200,-0.02836811546760465
1201,-0.026475491830393705
1202,-0.019267269363401746
1203,-0.028663137675883233
1204,-0.025724043169396263
1205,-0.02626779714347019
1206,-0.02316343761756524
1207,-0.02957245735033396
1208,-0.030974444931194795
1209,-0.0316312647461458
1210,-0.015834753551675473
1211,-0.029981554865245303
1212,-0.02145838455899605
1213,-0.01973340590732982
1214,-0.02969423850327128
1215,-0.021518019317209404
1216,-0.025102407090847496
1217,-0.0240720451380628
1218,-0.031629758495436686
1219,-0.04075254269066012
1220,-0.01937089470288568
1221,-0.0267684054068176
1222,-0.033204739745989774
1223,-0.030397790748917193
1224,-0.0146015244992481
1225,-0.026811645170413255
1226,-0.018717267162122235
1227,-0.020504529357099337
1228,-0.0163863965558407
1229,-0.020534843175760133
1230,-0.01585549827780674
1231,-0.01641073416218571
1232,-0.026526145630375655
1233,-0.027021091370616063
1234,-0.016812167943134948
1235,-0.020444247786530964
1236,-0.022511710930963685
1237,-0.018898819251719434
1238,-0.026181840975718625
1239,-0.025515284531933528
1240,-0.03993300979620696
1241,-0.026740020736348416
1242,-0.028276188064057257
1243,-0.02065734180544294
1244,-0.0322901790398962
1245,-0.031861510437300296
1246,-0.022453903787499244
1247,-0.019782544728515233
1248,-0.023022453714890184
1249,-0.02321229676447866
1250,-0.028063172389653265
1251,-0.03677310019699825
1252,-0.02266268807509076
1253,-0.01934335355154995
1254,-0.024444707683180144
1255,-0.02405248085580597
1256,-0.03011437794307878
1257,-0.017450770432925117
1258,-0.025649605042581534
1259,-0.01991693839705773
1260,-0.01610706451833541
1261,-0.023296862760457285
1262,-0.03277501240733502
1263,-0.031158567755160977
1264,-0.013537989563809482
1265,-0.01414577247175422
1266,-0.02424793042094016
1267,-0.026840167616348606
1268,-0.01976385127793692
1269,-0.02656338533563634
1270,-0.023766714252762968
1271,-0.02304747507488567
1272,-0.02027282489709211
1273,-0.018333232276331407
1274,-0.02417786570166676
1275,-0.016533485227025475
1276,-0.020460905367897984
1277,-0.027150402531309337
1278,-0.03133919477673111
1279,-0.011255560277110705
1280,-0.028569920576507202
1281,-0.0237520441924067
1282,-0.015581330804718194
1283,-0.02010852690494534
1284,-0.018733007010902587
1285,-0.026020236415753885
1286,-0.03457164208964968
1287,-0.017223405664870187
1288,-0.022301288059429828
1289,-0.020506600980079275
1290,-0.016154317576324597
1291,-0.03464232142816784
1292,-0.01674616437104384
1293,-0.01294938810687301
1294,-0.01863253031612709
1295,-0.02185407427683657
1296,-0.02314234659215434
1297,-0.03482935408905148
1298,-0.019927412808968033
1299,-0.022608572035261416
1300,-0.011539186312976351
1301,-0.026808376025271367
1302,-0.034624211390353654
1303,-0.027648151199774502
1304,-0.031581867727678514
1305,-0.03005577826855956
1306,-0.028968219732006903
1307,-0.026393072903871426
1308,-0.02688590532946355
1309,-0.02551747094381865
1310,-0.015109795132420441
1311,-0.014611123694658026
1312,-0.028003582574872742
1313,-0.03311161378844749
1314,-0.024983068325051754
1315,-0.03012209391567806
1316,-0.017061058866700177
1317,-0.02162372206599301
1318,-0.02043167423713953
1319,-0.027167439574251034
1320,-0.016707025803331013
1321,-0.020771844493329153
1322,-0.030964721807377475
1323,-0.027657902056726927
1324,-0.025458738148836337
1325,-0.023910549823660004
1326,-0.02077211887680487
1327,-0.023702997079994445
1328,-0.014921871261631324
1329,-0.029735150863897986
1330,-0.01753972274909135
1331,-0.031135903798246687
1332,-0.014602049962631501
1333,-0.018234457180397897
1334,-0.021936549580635324
1335,-0.020058833337320028
1336,-0.028081202909704738
1337,-0.021237832338171603
1338,-0.03269110560119787
1339,-0.033228279196438094
1340,-0.028681937094085314
1341,-0.01924875703812794
1342,-0.02356134701042105
1343,-0.024589009535693485
1344,-0.024527580738519614
1345,-0.01472900113662489
1346,-0.028474216513034358
1347,-0.01935616379361846
1348,-0.03187465740209569
1349,-0.026798636711094555
1350,-0.014619965465816329
1351,-0.025200640665086257
1352,-0.01959142535692851
1353,-0.025939559993286964
1354,-0.03756476922621275
1355,-0.014993756180703482
1356,-0.025596130081603
1357,-0.0214769366022121
1358,-0.02635740927782176
1359,-0.028502563539418976
1360,-0.026834761924277126
1361,-0.027709931669943733
1362,-0.02571798510340204
1363,-0.021481533644941184
1364,-0.03373906042877038
1365,-0.018965062012532098
1366,-0.01771300397834359
1367,-0.019854391863746972
1368,-0.029258319389318048
1369,-0.022806736389868014
1370,-0.016165312156567323
1371,-0.023188374023396536
1372,-0.03319737451360735
1373,-0.014845830377927667
1374,-0.026698021392871352
1375,-0.031786056749897096
1376,-0.02515314385194479
1377,-0.009515529330749978
1378,-0.030126720550193758
1379,-0.025338662580831263
1380,-0.022836976712456304
1381,-0.028636303530372633
1382,-0.021289197604240587
1383,-0.021829831699087945
1384,-0.02583289706856158
1385,-0.015638334154744207
1386,-0.031915564104777354
1387,-0.02947280521794782
1388,-0.022395700301131066
1389,-0.025334099806300248
1390,-0.017275224404289042
1391,-0.017693382960516257
1392,-0.01810496515412026
1393,-0.03644863187213301
1394,-0.02779291467581601
1395,-0.03002819103412861
1396,-0.0353406461511744
1397,-0.028923150199170827
1398,-0.02906676478269617
1399,-0.024345590810698745
1400,-0.025848555139774656
1401,-0.01932002563325896
1402,-0.02879274998711044
1403,-0.02963945812524159
1404,-0.019479472029693277
1405,-0.01938370268157902
1406,-0.01614660218017861
1407,-0.02900593182494718
1408,-0.016736902987906095
1409,-0.022485506067325058
1410,-0.024530756689177948
1411,-0.02763555361055913
1412,-0.02034436565387174
1413,-0.03161645479524734
1414,-0.021036462584262845
1415,-0.023535753067475434
1416,-0.012763244601396216
1417,-0.027699107231425556
1418,-0.02693672098093952
1419,-0.025929163580159908
1420,-0.033872870260255934
1421,-0.025091609701615593
1422,-0.021981180553816506
1423,-0.013501042896976923
1424,-0.022533186506014578
1425,-0.027265222200615336
1426,-0.02339263724778405
1427,-0.016579687926469702
1428,-0.01904399096698923
1429,-0.018975220319850546
1430,-0.02526245835620561
1431,-0.02062253745994812
1432,-0.021682669674156538
1433,-0.026794894323454797
1434,-0.030311687294290297
1435,-0.02142594056973656
1436,-0.012980645445980587
1437,-0.018426237424395024
1438,-0.028396043746937095
1439,-0.03008452429689027
1440,-0.026487520386648238
1441,-0.026863658011400546
1442,-0.023479487258301904
1443,-0.018328874185883106
1444,-0.035733755188396395
1445,-0.012532372490687354
1446,-0.010749589841279373
1447,-0.025036946147959552
1448,-0.028148699534220844
1449,-0.03090797678405785
1450,-0.018253451585059515
1451,-0.02238797026433062
1452,-0.018953036981860263
1453,-0.025098763846744594
1454,-0.020391419576094933
1455,-0.02391669933586452
1456,-0.017244021031402847
1457,-0.021807564846611668
1458,-0.02123502923410298
1459,-0.030417996919140627
1460,-0.02422945917036046
1461,-0.016762968909324348
1462,-0.023391828308663237
1463,-0.036729623890527724
1464,-0.026736171269032855
1465,-0.02470059383773256
1466,-0.020049736702488708
1467,-0.027087826743025487
1468,-0.018305331028675004
1469,-0.024569841541701918
1470,-0.014328459520275633
1471,-0.027746174630216724
1472,-0.023178759165911594
1473,-0.026052051283308137
1474,-0.031171272421273138
1475,-0.022123902973432558
1476,-0.013112486569329826
1477,-0.026316192528780324
1478,-0.02382070821263655
1479,-0.01906830839762389
1480,-0.020676473658261633
1481,-0.03238654068262669
1482,-0.019067600595610613
1483,-0.026357157689950172
1484,-0.022055471347336014
1485,-0.030741801684826917
1486,-0.02432133615815775
1487,-0.02481453099674314
1488,-0.018281611258946742
1489,-0.020781124159538335
1490,-0.021479173353231924
1491,-0.024650226606761465
1492,-0.029320884796570145
1493,-0.022622771398222188
1494,-0.034480289075242664
1495,-0.02244020602102724
1496,-0.028435425925705443
1497,-0.020342725772004282
1498,-0.01831732696169411
1499,-0.029782212674059488
1500,-0.036557324699889926
1501,-0.026960204774692704
1502,-0.03154162821976397
1503,-0.02968306700670389
1504,-0.02757441374717206
1505,-0.022941451123910203
1506,-0.023512334147279077
1507,-0.025655598784892274
1508,-0.02726796637058168
1509,-0.020969118866701365
1510,-0.029197021160334954
1511,-0.022634067191658693
1512,-0.02514535366215995
1513,-0.024740248509816862
1514,-0.015146942417605396
1515,-0.034938958544177015
1516,-0.022811918147433073
1517,-0.026376130822921583
1518,-0.03664417185880049
1519,-0.03100581326018117
1520,-0.01774982620335563
1521,-0.02179780445695071
1522,-0.024683253204597532
1523,-0.013715558916896277
1524,-0.022716613500612794
1525,-0.021951682015867873
1526,-0.028708995724374173
1527,-0.01578389643728402
1528,-0.017625450137031543
1529,-0.024086128087477083
1530,-0.02523148410392377
1531,-0.018067658449243202
1532,-0.01795199438810147
1533,-0.018044402407718683
1534,-0.01621794869733993
1535,-0.020608703971782123
1536,-0.02254538548718294
1537,-0.024269573087882343
1538,-0.026049385972954465
1539,-0.024345569166260447
1540,-0.016175272477744286
1541,-0.009617045646673277
1542,-0.028103550275348704
1543,-0.017188119770596966
1544,-0.02343761576573434
1545,-0.019213668557136923
1546,-0.038075639546094914
1547,-0.02641765089327067
1548,-0.034509371427655255
1549,-0.026834570700337162
1550,-0.023915044323910745
1551,-0.026606618907104487
1552,-0.028459019478515295
1553,-0.03263760010218181
1554,-0.022943353034907462
1555,-0.02778617098052451
1556,-0.024781444050930176
1557,-0.02912751254980661
1558,-0.023154275899469726
1559,-0.01441874446239393
1560,-0.014056384433100415
1561,-0.031537464122240344
1562,-0.028037737258437667
1563,-0.026267474899077135
1564,-0.03610854770076297
1565,-0.03300989786035442
1566,-0.02085489300470294
1567,-0.024451502249861482
1568,-0.028504560357503515
1569,-0.024403392756424554
1570,-0.026269289320281653
1571,-0.019408633827450124
1572,-0.027055260079908498
1573,-0.02016960885322956
1574,-0.016579560347383483
1575,-0.023368286670968824
1576,-0.02393923590394038
1577,-0.02844309745592681
1578,-0.028401919630752583
1579,-0.01742007029368872
1580,-0.026540731268346253
1581,-0.02486063855168856
1582,-0.03079443384484492
1583,-0.021944877260386995
1584,-0.03353764216224126
1585,-0.017079463996743108
1586,-0.04044553460725223
1587,-0.016981669656786665
1588,-0.02664933647159655
1589,-0.02818495712908731
1590,-0.0222157381877372
1591,-0.028877946161140224
1592,-0.029360691324225526
1593,-0.02818946960716094
1594,-0.029050301452557447
1595,-0.03429511825494519
1596,-0.011171243192938935
1597,-0.018868326202338682
1598,-0.034902535165064794
1599,-0.02448635693125853
1600,-0.023090205767701284
1601,-0.027500125198423715
1602,-0.028455440374989996
1603,-0.021889540145896787
1604,-0.024926875023029756
1605,-0.025817201783838072
1606,-0.032971825913293965
1607,-0.020109782607763665
1608,-0.018420537949787378
1609,-0.019793023449432092
1610,-0.030060687981276084
1611,-0.017249029046030873
1612,-0.017464996980990157
1613,-0.024162833122129593
1614,-0.021585042773016438
1615,-0.02092614023859842
1616,-0.01865478070827764
1617,-0.024888774704483956
1618,-0.024930100253159945
1619,-0.024965047586120368
1620,-0.026523057595818918
1621,-0.02462984701248701
1622,-0.025706732870329752
1623,-0.022458809743951355
1624,-0.027715599246424957
1625,-0.021867002013974807
1626,-0.027152089328769263
1627,-0.040816458107947116
1628,-0.031497889513539525
1629,-0.014411271534879767
1630,-0.027876370055848795
1631,-0.03209664818310851
1632,-0.03142930063179569
1633,-0.027240548808569923
1634,-0.017936106676960942
1635,-0.025514572418263184
1636,-0.02407453314227115
1637,-0.01629266166735777
1638,-0.02151934802056603
1639,-0.030109762242171156
1640,-0.019355814034588786
1641,-0.034739769320806906
1642,-0.019271135448216646
1643,-0.0335572060829601
1644,-0.028101366967375235
1645,-0.026894008449151102
1646,-0.028729004205588944
1647,-0.01469075876154699
1648,-0.015122953337038406
1649,-0.021533615452044307
1650,-0.02663018324669219
1651,-0.024525915256034453
1652,-0.02754512097593216
1653,-0.013785239039184199
1654,-0.019936065756206763
1655,-0.0360989402057319
1656,-0.033220298450133856
1657,-0.01700730034663849
1658,-0.015433791858791785
1659,-0.03805176003710951
1660,-0.030114872160865794
1661,-0.024126451722381023
1662,-0.03020545519300558
1663,-0.023212792531904326
1664,-0.027123392618739618
1665,-0.017408388159877927
1666,-0.02962590383187764
1667,-0.021010109854780093
1668,-0.021390424140019855
1669,-0.030777684871577463
1670,-0.02781207695819208
1671,-0.03571376124713944
1672,-0.019770712664841116
1673,-0.02546267671340955
1674,-0.033236909006534636
1675,-0.02055079380768805
1676,-0.023265247637167016
1677,-0.014822011510362984
1678,-0.021147332793653925
1679,-0.02490548075594413
1680,-0.034622827487466305
1681,-0.028580250581093952
1682,-0.030033067197983036
1683,-0.02476054686976612
1684,-0.014628264796031418
1685,-0.025193181258277724
1686,-0.0209910028220271
1687,-0.024977859605600252
1688,-0.028483872587571044
1689,-0.026104360568828068
1690,-0.03594735846076156
1691,-0.026454029910168715
1692,-0.023705642231220223
1693,-0.017633909691956884
1694,-0.02636548606243251
1695,-0.027068033165869275
1696,-0.016954159284887842
1697,-0.019298965941333276
1698,-0.026155562281175347
1699,-0.023510587996795628
1700,-0.027585992589489544
1701,-0.029088437512384453
1702,-0.03406861445608743
1703,-0.03074714072862308
1704,-0.016536702160974852
1705,-0.03764463616964805
1706,-0.026038618146587374
1707,-0.022100535950094362
1708,-0.03790385128468221
1709,-0.018796219237758618
1710,-0.017508439192233344
1711,-0.03528897341114435
1712,-0.031404578157998575
1713,-0.03126418219587186
1714,-0.03128131543728948
1715,-0.027620247238657813
1716,-0.027550317640136813
1717,-0.024320996528205956
1718,-0.02266202686094653
1719,-0.026723037394044497
1720,-0.01891714699181498
1721,-0.025386082789815308
1722,-0.019778489801147558
1723,-0.025419184977312714
1724,-0.017160723011833818
1725,-0.03885172466799423
1726,-0.029641407065522513
1727,-0.0238621141558541
1728,-0.025180543148104736
1729,-0.028284403084971838
1730,-0.029854792406550878
1731,-0.033965223931161956
1732,-0.036109989773086035
1733,-0.014209701760947453
1734,-0.02378844372851114
1735,-0.05091073716772741
1736,-0.042521011725911405
1737,-0.02476717897683017
1738,-0.017927307504080225
1739,-0.019650587958683324
1740,-0.03185344929059874
1741,-0.028778575645897597
1742,-0.031120219624569467
1743,-0.011782380512402666
1744,-0.019919921597836114
1745,-0.014108445311375312
1746,-0.03547453365819493
1747,-5.049717483612381
1748,-0.032207726076874874
1749,-0.02688202466302197
1750,-0.01878617122773457
1751,-0.01806113369326908
1752,-0.01455711529035135
1753,-0.032668514812214854
1754,-0.02538117867192885
1755,-0.01927902388824756
1756,-0.028901880852216927
1757,-0.03283873101676523
1758,-0.019547800431706158
1759,-0.015693866759657827
1760,-0.01987275388275024
1761,-0.028340511424566082
1762,-0.02353175603503603
1763,-0.021463406279816064
1764,-0.022190269502645625
1765,-0.019823640679452387
1766,-0.024268512429003658
1767,-0.03080798150442672
1768,-0.021052026249091235
1769,-0.01566989263359785
1770,-0.019260875620915028
1771,-0.0350841172289404
1772,-0.022200992288720474
1773,-0.033499272696946386
1774,-0.01957082706696857
1775,-0.02723407189963622
1776,-0.024458837025030274
1777,-0.018726150802904403
1778,-0.026198306035101142
1779,-0.019735479614493356
1780,-0.033660483999386565
1781,-0.018118717426771912
1782,-0.025476251588882233
1783,-0.017732615987050566
1784,-0.023598261225881413
1785,-0.013378816577199373
1786,-0.030903733183733996
1787,-0.018879325528190365
1788,-0.029392345666397954
1789,-0.01234138532011132
1790,-0.03210200997361416
1791,-0.02066337736660669
1792,-0.02324349148175261
1793,-0.02130162913383442
1794,-0.023680632859572247
1795,-0.021477679697990786
1796,-0.030579483263733196
1797,-0.017236828692956393
1798,-0.023973941882037577
1799,-0.024589873992906536
1800,-0.02563725541988809
1801,-0.015039989318339206
1802,-0.028279732959767642
1803,-0.01735781155040695
1804,-0.03438354766982261
1805,-0.022251085293725253
1806,-0.02226687085131673
1807,-0.026613163027755377
1808,-0.021562221088484913
1809,-0.02582269293792354
1810,-0.021606761337719084
1811,-0.029019084879674202
1812,-0.012877885262238866
1813,-0.026580100722120397
1814,-0.030050447422314372
1815,-0.030512410190508304
1816,-0.01589325517377553
1817,-0.024803584869020096
1818,-0.017930366024577746
1819,-0.024605656877708406
1820,-0.02485125721561173
1821,-0.026064014151330597
1822,-0.018729840291271248
1823,-0.023986040673133553
1824,-0.02929566913363874
1825,-0.039126667949530965
1826,-0.02425179650562366
1827,-0.021294722663652177
1828,-0.01918538716878292
1829,-0.03436372534461318
1830,-0.027410369367209045
1831,-0.022712093678379713
1832,-0.030054021452431107
1833,-0.03894484584364507
1834,-0.02839815162893245
1835,-0.027742923819614837
1836,-0.018320583964135467
1837,-0.02258096154677145
1838,-0.025620272857103395
1839,-0.029375289385242503
1840,-0.031514693711130866
1841,-0.02031826694864233
1842,-0.03147704043029005
1843,-0.026516666793525247
1844,-0.021026438258417292
1845,-0.020479122858518117
1846,-0.029936087848122867
1847,-0.03372088501292682
1848,-0.02286001236889452
1849,-0.03265076359781571
1850,-0.011248194915851314
1851,-0.01847408099671038
1852,-0.01371727762219046
1853,-0.025625086303654423
1854,-0.02465787397069316
1855,-0.02540402885818207
1856,-0.020581873638017025
1857,-0.02783927496780558
1858,-0.022268040871115922
1859,-0.03702361402134846
1860,-0.025999558564020003
1861,-0.026136124118382443
1862,-0.012090907321244153
1863,-0.022943182407413193
1864,-0.031385839846234324
1865,-0.02005168680780706
1866,-0.018397186930195198
1867,-0.024691884477222294
1868,-0.02193864263736502
1869,-0.028307781804287075
1870,-0.03209674058038254
1871,-0.03611715446127202
1872,-0.014756293517667633
1873,-0.01936595000063636
1874,-0.023019432575516433
1875,-0.028363312700175686
1876,-0.027828972603135525
1877,-0.023550784938922723
1878,-0.029432525800135965
1879,-0.03102611897799053
1880,-0.03691669774309492
1881,-0.02521971401354917
1882,-0.01633738788616848
1883,-0.016772799965556102
1884,-0.022030493824381905
1885,-0.025954269158547136
1886,-0.02736735793732382
1887,-0.014681312333716903
1888,-0.019598420209490073
1889,-0.02195487540973754
1890,-0.01792381621227177
1891,-0.01947303501091224
1892,-0.021913057190414652
1893,-0.026047730146981876
1894,-0.025422304028377134
1895,-0.022199743024675814
1896,-0.016432055110805747
1897,-0.024958324182293767
1898,-0.020326632882694946
1899,-0.028014785158756706
1900,-0.020399694138903097
1901,-0.022958368743683934
1902,-0.026161254074778543
1903,-0.03050993097524736
1904,-0.02206447608001579
1905,-0.02563623862321068
1906,-0.02385230763592016
1907,-0.010747397047343088
1908,-0.013467593218430834
1909,-0.020092906186068092
1910,-0.030692403672410228
1911,-0.023818589765584812
1912,-0.019689262338180934
1913,-0.025286639061161117
1914,-0.018915557750327945
1915,-0.032141302237772285
1916,-0.013515881401733508
1917,-0.02071154520757464
1918,-0.023633773477802503
1919,-0.027959723970021968
1920,-0.01845755252803536
1921,-0.03275456371051414
1922,-0.01998387432610533
1923,-0.025347604659665037
1924,-0.02553221605345807
1925,-0.02336618919930104
1926,-0.016051312110639784
1927,-0.01657789023072408
1928,-0.028838774021010802
1929,-0.02476172350818746
1930,-0.028249416755607257
1931,-0.02064884988975316
1932,-0.022270935801404056
1933,-0.029641345457053044
1934,-0.03292725169456351
1935,-0.02308631304829027
1936,-0.029808552277001004
1937,-0.023994566839578922
1938,-0.029662262036259355
1939,-0.029939852540732066
1940,-0.026532414847699637
1941,-0.022266944205898156
1942,-0.014827916986478156
1943,-0.01931375361174339
1944,-0.028176610489995882
1945,-0.029960123684173185
1946,-0.016589008958872952
1947,-0.027624213846601943
1948,-0.02164299266917535
1949,-0.022727241609714375
1950,-0.017536679805478066
1951,-0.017827301467774934
1952,-0.015244406596091477
1953,-0.027689129370177663
1954,-0.028837751220839234
1955,-0.020147260553470315
1956,-0.032545341385383834
1957,-0.015092100475713787
1958,-0.0210367322623583
1959,-0.017907153590999165
1960,-0.020560925079237843
1961,-0.023694377859450444
1962,-0.028765022601652448
1963,-0.027455829705469448
1964,-0.01763221912382106
1965,-0.01658704972878357
1966,-5.019427242948668
1967,-0.025745306816038666
1968,-0.028317143295341157
1969,-0.024026920388390733
1970,-0.01739495759858249
1971,-0.03211347263022584
1972,-0.029599012261102384
1973,-0.0260672159774883
1974,-0.03409850077463079
1975,-0.01889667014223323
1976,-0.021432323324343704
1977,-0.030370023765707615
1978,-0.023765952652729166
1979,-0.0234066305887399
1980,-0.01982536861156715
1981,-0.021348797575283116
1982,-0.01706851588578027
1983,-0.010754967502346604
1984,-0.021309404195313873
1985,-0.0254408336463186
1986,-0.026456800150928352
1987,-0.02551007172239749
1988,-0.020892864596745105
1989,-0.03492401583988861
1990,-0.020535319443079174
1991,-0.022545236638904138
1992,-0.02050944351420648
1993,-0.020283880939505904
1994,-0.03047580435725352
1995,-0.03751705774961769
1996,-0.025666111161801355
1997,-0.0389938688922063
1998,-0.022562921711070553
1999,-0.027780128636717322
