,IC objective pessimistic
429,-0.03320452295667924
430,-0.035425358064536006
431,-0.021050506722601427
432,-0.03675469838081287
433,-0.02928531093695254
434,-0.02551184204055267
435,-0.017554685688029318
436,-0.013895224370083841
437,-0.0187122754101385
438,-0.023527921614871387
439,-0.03392392927528837
440,-0.03645845011761156
441,-0.03266343860872717
442,-0.023199123889710807
443,-0.012234489049950897
444,-0.026725186380177724
445,-0.023369118474699413
446,-0.019647192562163285
447,-0.01804137183566029
448,-0.030828047587425318
449,-0.019416385999787504
450,-0.01807911346138658
451,-0.027551916529260995
452,-0.01729256755716013
453,-0.02102015394079155
454,-0.026110877872863012
455,-0.024931344340912688
456,-0.027236042551942487
457,-0.022938887967000186
458,-0.013283683316513115
459,-0.023131203336608862
460,-0.017645817790234438
461,-0.026847858991340293
462,-0.019804397136902765
463,-0.030144092372032735
464,-0.021868148090219947
465,-0.029622626311146708
466,-0.016490075387395452
467,-0.02858194414187927
468,-0.017393962424040225
469,-0.018370190146790713
470,-0.026994269911089646
471,-0.030085446038867966
472,-0.030681620652375646
473,-0.02968952013536076
474,-0.028260526323153512
475,-0.02520325714290375
476,-0.02151901724142798
477,-0.024807880729231454
478,-0.016782569618565835
479,-0.023933978877759828
480,-0.0305084301738272
481,-0.020119444837604906
482,-0.029076479366686975
483,-0.021021776443182677
484,-0.02433668843496922
485,-0.02791714816659404
486,-0.022755367444406403
487,-0.030051951626299
488,-0.0339506645442675
489,-0.028150193449333963
490,-0.02465585119855025
491,-0.0265823914108441
492,-0.01361081889808302
493,-0.0276952742592214
494,-0.02305077436676852
495,-0.02805404057268309
496,-0.02354056631023386
497,-0.030096216234762267
498,-0.017447533973027337
499,-0.020250296072056855
500,-0.02215485800931544
501,-0.0280857038421608
502,-0.041190462809712745
503,-0.03204623588969526
504,-0.04589063027489122
505,-0.03219580690034594
506,-0.01949965147518224
507,-0.025626912009754005
508,-0.01900810035806746
509,-0.029269997192404917
510,-0.02376318058101675
511,-0.021332437737556696
512,-0.02357608681015113
513,-0.01404543052941967
514,-0.022875390045541167
515,-0.019034753372762208
516,-0.03846222283963718
517,-0.033390503263973845
518,-0.022803565548423922
519,-0.028926368061827783
520,-0.023546328404244785
521,-0.02460105450313644
522,-0.039598256754329444
523,-0.023001377487499426
524,-0.034681347649635964
525,-0.024361656655250526
526,-0.027762273805831725
527,-0.019872498310096562
528,-0.029128666654281144
529,-0.023911612013208832
530,-0.030010888344120388
531,-0.018328590168620124
532,-0.028547398934071832
533,-0.016909266447784073
534,-0.03390647589209615
535,-0.02219150887064771
536,-0.02053889418482354
537,-0.03235517669488295
538,-0.036118924038151305
539,-0.03541560945622196
540,-0.020080765980604976
541,-0.027923613832939623
542,-0.019937767796240825
543,-0.015250057404501945
544,-0.018569023067675664
545,-0.027875334653835456
546,-0.021974363475342252
547,-0.025457513035294525
548,-0.036989540645107746
549,-0.023508469545223284
550,-0.03581766662357658
551,-0.022677904234385475
552,-0.031051848500431217
553,-0.011320422751058252
554,-0.02711992548894175
555,-0.017853548776196427
556,-0.020925243004283885
557,-0.016092320999976897
558,-0.02880198027152173
559,-0.016183063587223254
560,-0.020328895084818027
561,-0.025782604270267472
562,-0.025378093834869865
563,-0.0356985662763913
564,-0.02998392744385363
565,-0.029485871175159925
566,-0.02089352449827107
567,-0.02142760629171781
568,-0.03646512435248713
569,-0.023930498115965627
570,-0.02218952667166973
571,-0.021182906855458053
572,-0.026195486523945752
573,-0.02714419406171573
574,-0.02482263366659748
575,-0.02345893729411443
576,-0.02496669926047265
577,-0.029659026592290107
578,-0.019551293387556422
579,-0.01996207701529486
580,-0.03212344272402869
581,-0.026940393054994363
582,-0.012110538081547802
583,-0.024258535400768597
584,-0.0356496058480809
585,-0.020072633498425873
586,-0.025274529491858103
587,-0.02586916006122023
588,-0.018317926881552073
589,-0.02036738969268315
590,-0.017935157262871596
591,-0.02174867063818776
592,-0.0265160681153855
593,-0.02046383889265988
594,-0.011696000551639336
595,-0.02834451585824785
596,-0.020688388067058302
597,-0.025788916294786208
598,-0.03271583396490402
599,-0.016440355349103725
600,-0.029595585840501152
601,-0.012513510287196166
602,-0.020941567491699696
603,-0.020879554482047195
604,-0.02852935898987715
605,-0.023801957285566396
606,-0.028867578678226008
607,-0.020322839869550767
608,-0.02134747464986544
609,-0.02186755529968291
610,-0.034460598376689446
611,-0.028054294092848823
612,-0.03762178369388526
613,-0.021670424831347863
614,-0.03450610016276781
615,-0.028919179745157522
616,-0.026081867851646613
617,-0.02803265459296784
618,-0.018977979543136677
619,-0.02541720200650673
620,-0.01236479252531742
621,-0.0217091981286515
622,-0.028331292281277086
623,-0.020511574330815022
624,-0.023939315194497268
625,-0.01779616811361036
626,-0.03602202701771986
627,-0.03207157514595528
628,-0.024161865517728212
629,-0.016380214355629273
630,-0.022005958405849277
631,-0.02662384291285927
632,-0.032373475062238824
633,-0.024931957454207388
634,-0.021750655159176284
635,-0.022211507225967413
636,-0.0369480703801684
637,-0.038694751322906784
638,-0.031464453717017456
639,-0.012325821641385426
640,-0.019885646769656144
641,-0.024690460116772325
642,-0.016906312697041365
643,-0.020727822001358948
644,-0.01681526737019644
645,-0.02138577887017111
646,-0.029036270996708288
647,-0.034929492756232874
648,-0.03484124697891361
649,-0.020741787442602785
650,-0.023329098291013185
651,-0.03292478185133304
652,-0.025473206095587734
653,-0.016385233137136496
654,-0.023875091778603415
655,-0.025456567452246986
656,-0.022623993875337974
657,-0.02668924068059097
658,-0.026079259818526733
659,-0.03208343085084686
660,-0.035156273258248855
661,-0.02488405617573871
662,-0.028565007996049892
663,-0.018924237543640185
664,-0.02607034227558913
665,-0.030563284731929544
666,-0.02431000193424533
667,-0.021812562507640014
668,-0.016916531756268505
669,-0.019004179146211275
670,-0.031687314646368384
671,-0.023800443688082092
672,-0.0201879458025416
673,-0.024666404119812475
674,-0.029763551953032333
675,-0.022033070532418285
676,-0.02544650541455442
677,-0.015199768310121455
678,-0.015916835578117156
679,-0.02206349292125172
680,-0.026115127246608163
681,-0.0267197299587761
682,-0.015049504099129984
683,-0.017355577885911983
684,-0.016631371321090577
685,-0.022177928627632022
686,-0.012433692294894863
687,-0.025555082982879264
688,-0.027417575012001035
689,-0.022279836707008203
690,-0.017595818188710057
691,-0.03128365691707783
692,-0.0208524250951962
693,-0.020564795384630328
694,-0.024029523724407493
695,-0.01949148641748069
696,-0.014063026601425624
697,-0.011105220164043611
698,-0.027686404747206978
699,-0.022514285155667547
700,-0.01253455447704037
701,-0.015400705937598845
702,-0.020236082367394832
703,-0.012683472712571104
704,-0.017919428715207165
705,-0.028750465820343362
706,-0.02417016737932416
707,-0.028005775870095524
708,-0.018909585451802536
709,-0.020476996107643603
710,-0.02593625116816067
711,-0.018985283277324478
712,-0.021102381167116407
713,-0.02020577400521054
714,-0.01904041025171178
715,-0.028379432897552213
716,-0.023967775953188875
717,-0.021589559423143986
718,-0.01791835681499948
719,-0.025085275495902656
720,-0.017900700594457093
721,-0.03526662203098542
722,-0.021593718766086137
723,-0.02540403725856931
724,-0.025932995853650165
725,-0.02092227038797759
726,-0.02020423727814517
727,-0.02287044670300657
728,-0.03622972989170587
729,-0.02723514555390776
730,-0.01724440951121363
731,-0.016030061303761303
732,-0.024985252722473445
733,-0.017443137136975876
734,-0.03004592470157778
735,-0.020636983372308574
736,-0.022173368247757046
737,-0.026012761290129856
738,-0.025157686641125124
739,-0.031204422618296136
740,-0.022919666675917886
741,-0.01816035415263209
742,-0.034622001006766365
743,-0.03805012784859377
744,-0.009484595125893327
745,-0.02442182896227801
746,-0.021982487846717517
747,-0.023945643197069957
748,-0.011509547343515648
749,-0.026042840624014643
750,-0.0149330983160837
751,-0.02311150130891412
752,-0.03449444101668356
753,-0.018868906520672222
754,-0.017986199533795502
755,-0.018221492950466534
756,-0.021653165338927128
757,-0.013860683620442764
758,-0.02051789231457091
759,-0.01602994968767754
760,-0.03330464994623146
761,-0.02702517829103239
762,-0.022220856523633505
763,-0.033406771058842814
764,-0.020477773014676355
765,-0.035700335868771915
766,-0.021230683352118074
767,-0.02787184391496071
768,-0.02418685257735199
769,-0.018288143919222306
770,-0.021186231209076613
771,-0.020841560527429064
772,-0.033170222227259606
773,-0.027275908508118802
774,-0.023414778839554333
775,-0.019451465206929947
776,-0.03268309541856681
777,-0.019012471461526667
778,-0.02798456803153101
779,-0.015911957667529387
780,-0.021975554610976264
781,-0.03093828302440321
782,-0.025798518503988833
783,-0.021567454577828712
784,-0.04482719870062035
785,-0.030998746536446017
786,-0.01854272314682405
787,-0.022139284600673464
788,-0.024028768130402774
789,-0.016261939969877567
790,-0.01985151761380464
791,-0.01687457986656922
792,-0.016648046707334083
793,-0.025495595256553785
794,-0.030478190639234962
795,-0.01921200505546662
796,-0.01872037481719299
797,-0.02369423528707519
798,-0.021219256189592573
799,-0.019575820834517494
800,-0.02667668992286566
801,-0.024335903481413443
802,-0.021150477994770336
803,-0.02901379320835293
804,-0.02002961719278719
805,-0.021147693161554165
806,-0.013161841835078058
807,-0.020287956843130665
808,-0.017862699295599662
809,-0.036690754237489846
810,-0.03041731735428845
811,-0.031783463307106866
812,-0.0341781617608877
813,-0.022701681553773945
814,-0.020065910678731654
815,-0.028948279471763802
816,-0.02936587350717198
817,-0.03552845370062194
818,-0.0221265455620706
819,-0.012657758587606661
820,-0.029798540435389712
821,-0.02721939200702065
822,-0.029272790867381354
823,-0.024184954419388515
824,-0.015917385965092335
825,-0.02644986251901294
826,-0.01922262016919318
827,-0.026955398245884676
828,-0.020620483392402283
829,-0.027974456183301345
830,-0.0162395009187869
831,-0.027286895961627474
832,-0.03392480212549388
833,-0.019862179576418636
834,-0.023819738187523552
835,-0.024971965443735394
836,-0.029620313861165967
837,-0.015379555464167725
838,-0.033602260095264715
839,-0.0289070936572833
840,-0.019377773829362
841,-0.03001918799556065
842,-0.017198714415628535
843,-0.03882628705073943
844,-0.02260505079412342
845,-0.03655974385727553
846,-0.01817854535666205
847,-0.03335942709641962
848,-0.030130137379729246
849,-0.029100533521630605
850,-0.032704721303466466
851,-0.018101742343236166
852,-0.018297978797169673
853,-0.03258674222314529
854,-0.03103787459352034
855,-0.016308510372307728
856,-0.029586599949530827
857,-0.021870698003777708
858,-0.03321360510058306
859,-0.02102899823260508
860,-0.019135072531990635
861,-0.029749342907948933
862,-0.023261107037331794
863,-0.032742233722706376
864,-0.02571058369334142
865,-0.030274371782617486
866,-0.021291502119367766
867,-0.018916155892813202
868,-0.029090971113096747
869,-0.025778457574350676
870,-0.019481170873320946
871,-0.025078656878948377
872,-0.025254006995868772
873,-0.02652906515667234
874,-0.024773866554461076
875,-0.04353346608915658
876,-0.017338081051292295
877,-0.02622767809757278
878,-0.02460363108128188
879,-0.0223275041938121
880,-0.013220184590764423
881,-0.024380262542045134
882,-0.0171030526043534
883,-0.027502138191870584
884,-0.01224926544955704
885,-0.020678698672393827
886,-0.03486582581332965
887,-0.025554404584326746
888,-0.028443574082081636
889,-0.02947308792256379
890,-0.015346079315278881
891,-0.029712572653090717
892,-0.019718644533167684
893,-0.0340375091873025
894,-0.0392702280674552
895,-0.019029616878039862
896,-0.029967730641807955
897,-0.03137530804974818
898,-0.029532975218641438
899,-0.025459625764113668
900,-0.032900442642974446
901,-0.022839268643718786
902,-0.02132175585766305
903,-0.019275563490194495
904,-0.021265937968144792
905,-0.017667400606303948
906,-0.020055747910163214
907,-0.024856209467007777
908,-0.024625456220626996
909,-0.013355042699905081
910,-0.018789018151102024
911,-0.027288507421529516
912,-0.02585642530791445
913,-0.02553298866930974
914,-0.01518382597826211
915,-0.025836301076897362
916,-0.03480388720514137
917,-0.02799154528207977
918,-0.01906521234405696
919,-0.02085452970624586
920,-0.03587444668688826
921,-0.02465935465533131
922,-0.0156535501789216
923,-0.02179505149580126
924,-0.02623792746362691
925,-0.022147143541266637
926,-0.02007251769826136
927,-0.027958326884576494
928,-0.031571875539078545
929,-0.019686774128577052
930,-0.0442141225474085
931,-0.024137651378635376
932,-0.02628856290462449
933,-0.020381745095188857
934,-0.016463630587734895
935,-0.015501393243721096
936,-0.029129153332797208
937,-0.02521842223329194
938,-0.02377216413558118
939,-0.02611248801348163
940,-0.01908185549207845
941,-0.013303837920553776
942,-0.02770743357440176
943,-0.016669997222507636
944,-0.021106306597520465
945,-0.02008735995270012
946,-0.014906388852940863
947,-0.03588232386105505
948,-0.018899712570885633
949,-0.026360207867404742
950,-0.024303234118378036
951,-0.016019102370214134
952,-0.026875110454579885
953,-0.024614085482063893
954,-0.026392441518529576
955,-0.023297622307584823
956,-0.019119893300241064
957,-0.022251059285378724
958,-0.019756963330484354
959,-0.023252423125745776
960,-0.019334780030494512
961,-0.024300325506617888
962,-0.027478939269500055
963,-0.02122263745613329
964,-0.02835324974510082
965,-0.021649262181824832
966,-0.020363827785982603
967,-0.02548426298831252
968,-0.02314666374809545
969,-0.015856369957842363
970,-0.029843328147090273
971,-0.026145460201903562
972,-0.014434857793762804
973,-0.027461592795520334
974,-0.02427194510589516
975,-0.023472084557745687
976,-0.02985743339577476
977,-0.015408470814049308
978,-0.024522884723805725
979,-0.023866895546275826
980,-0.026031657969830736
981,-0.0151538096485981
982,-0.02336542739822043
983,-0.03063093126208112
984,-0.023740433648560252
985,-0.027205317095520324
986,-0.034259424862374696
987,-0.043014178332112483
988,-0.03573722541671324
989,-0.026571757678238654
990,-0.030002825475246336
991,-0.025222879549651998
992,-0.01118798987882167
993,-0.027419418702120616
994,-0.02796978330676237
995,-0.02505041882995739
996,-0.03990602267628453
997,-0.02568265044382287
998,-0.028562868041971664
999,-0.023294112002683925
1000,-0.023746420411204814
1001,-0.029493561325864722
1002,-0.030323639858600586
1003,-0.02297588114888306
1004,-0.018193746275707953
1005,-0.03311217032014885
1006,-0.016122350958297102
1007,-0.017093456346153908
1008,-0.02422452721593476
1009,-0.02834807850450872
1010,-0.02117236534772651
1011,-0.01831397912629136
1012,-0.011711074678005666
1013,-0.023573359719672136
1014,-0.03675688067053084
1015,-0.019600056152518554
1016,-0.026674268606742973
1017,-0.025642513711034216
1018,-0.03926848283852078
1019,-0.023718623621943574
1020,-0.02112867375986727
1021,-0.018223013333054403
1022,-0.029363804164541766
1023,-0.03290550672989466
1024,-0.0246485788779214
1025,-0.02182707994437368
1026,-0.021261615739977695
1027,-0.01623083511908714
1028,-0.03223036766492447
1029,-0.018637077888423736
1030,-0.025130716847501733
1031,-0.023138461839517014
1032,-0.0222258964936538
1033,-0.017722660777750514
1034,-0.021870713666503366
1035,-0.03106694119694972
1036,-0.018810876548031926
1037,-0.01833608608383942
1038,-0.02375689826556668
1039,-0.014777028738947349
1040,-0.03168368679301841
1041,-0.019538576807943707
1042,-0.03657299099355823
1043,-0.03726552182667328
1044,-0.041088952055787484
1045,-0.026708263007741352
1046,-0.027038556209583096
1047,-0.024376167490412964
1048,-0.027670125757218094
1049,-0.01647029354376171
1050,-0.017726328010540814
1051,-0.015096918385204458
1052,-0.010352509275174811
1053,-0.024197430512428186
1054,-0.017387382092944166
1055,-0.035534390323517025
1056,-0.017683083534283203
1057,-0.023848380549830295
1058,-0.023503758735284132
1059,-0.02147713812999616
1060,-0.023814763560908354
1061,-0.016348039167514754
1062,-0.028730497253654275
1063,-0.03029506477726078
1064,-0.015517447218533965
1065,-0.015890001328877825
1066,-0.01920083683307223
1067,-0.039087412951518276
1068,-0.026838290094527317
1069,-0.018604148753079322
1070,-0.016339560251047085
1071,-0.028633874674232153
1072,-0.028469728753276625
1073,-0.016895356659578437
1074,-5.113521377711169
1075,-0.0405939743171785
1076,-0.016724630241606604
1077,-0.03432682486794782
1078,-0.027271186717175395
1079,-0.04500602711640714
1080,-0.021878797548518573
1081,-0.02339498209106261
1082,-0.022261480049542117
1083,-0.02328961991735692
1084,-0.027742151811101234
1085,-0.03753351971920683
1086,-4.823680249478279
1087,-0.028546700066774514
1088,-0.02080590768462008
1089,-0.02883521057315483
1090,-0.015565414182966242
1091,-0.018690426941642645
1092,-0.03707181779143743
1093,-0.03356544390084672
1094,-0.023930615913315932
1095,-0.021004737626222746
1096,-0.019023131196125444
1097,-0.0192417591117415
1098,-0.018908886652633582
1099,-0.012522027017330682
1100,-0.02607553648904025
1101,-0.026482851604647063
1102,-0.026850654766036368
1103,-0.012277199358209853
1104,-0.021763538682281928
1105,-0.02336095288009119
1106,-0.027955907425527716
1107,-0.03218611205013782
1108,-0.027595268472888686
1109,-0.022895720045514677
1110,-0.03543019308089202
1111,-0.027172766227161343
1112,-0.0075141504912705085
1113,-0.024492763161734175
1114,-0.023576843110061467
1115,-0.014618444513811727
1116,-0.02262897629565796
1117,-0.019848078306696517
1118,-0.021711762417432633
1119,-0.022418193638564288
1120,-0.025545349027221234
1121,-0.01594410996132498
1122,-0.025466342739183034
1123,-0.01920674268291407
1124,-0.027555102623644464
1125,-0.016132568790153363
1126,-0.03004631575827916
1127,-0.02326594875310106
1128,-0.0204991968855233
1129,-0.02515129857350587
1130,-0.016673217379836826
1131,-0.025892317991212714
1132,-0.02441318271796265
1133,-0.023842253793885628
1134,-0.021694811239881432
1135,-0.018349906652092993
1136,-0.019670638032826312
1137,-0.029188043112515848
1138,-0.02450906335975648
1139,-0.012334240783740328
1140,-0.027962396684125094
1141,-0.018395941589956184
1142,-0.029493933929030915
1143,-0.028494530959709517
1144,-0.02746565653240871
1145,-0.020670167284760472
1146,-0.024119753535648453
1147,-0.018577334117697863
1148,-0.024275685555696678
1149,-0.016478129788476962
1150,-0.020656986445818183
