,IC objective incomplete beta
359,-1.2279820431089728e-08
360,-1.0808784794034759e-08
361,-1.2908274684640244e-08
362,-0.025619675512534745
363,-5.808146314444873e-09
364,-0.0214480711645068
365,-2.2992703180492264e-06
366,-2.3485380718776792e-07
367,-1.1433180496617157e-07
368,-2.8651899164331332e-08
369,-5.812539168043877e-09
370,-2.6017972314052064e-07
371,-4.910750202558301e-08
372,-1.2273631390085247e-08
373,-0.024567431895412
374,-2.936176625035435e-08
375,-1.4044946987746938e-07
376,-2.1997597316745307e-08
377,-1.7999607598457053e-08
378,-2.355571760159344e-08
379,-3.521902656589714e-07
380,-7.807673642220903e-09
381,-4.25542085376507e-08
382,-2.280634417634717e-07
383,-6.783029899968974e-07
384,-0.014351573440676281
385,-1.3740770810654447e-08
386,-3.128054452580097e-07
387,-3.340503760498825e-08
388,-1.2774394339758955e-08
389,-0.012278190184806704
390,-5.683602226205811e-07
391,-1.025730655506736e-07
392,-1.8751192109379123e-08
393,-2.6850737243658366e-07
394,-8.352056290337548e-09
395,-5.000374831498895e-09
396,-1.2798028502658146e-08
397,-1.358802189400831e-06
398,-3.7535166596072757e-07
399,-3.012563872109826e-07
400,-1.7151996591298496e-09
401,-2.6241085240190893e-07
402,-6.245075249197363e-09
403,-8.755480863368266e-09
404,-1.2835012264426657e-07
405,-0.018935351762220876
406,-3.6135208722838723e-07
407,-5.691670539497579e-08
408,-0.030051208947282058
409,-8.667041416193323e-07
410,-1.8498532439668623e-08
411,-1.013988088752983e-08
412,-0.028933848752936617
413,-0.01537468724926397
414,-7.092180233998218e-08
415,-5.0993100474408666e-08
416,-8.818305791014337e-09
417,-3.145003990765295e-08
418,-0.020413031489432167
419,-0.030698260479089037
420,-2.6962616617152076e-07
421,-1.0113482500541104e-08
422,-2.925515539535632e-08
423,-0.01281089035572429
424,-0.0064529696594538355
425,-6.653482639526151e-09
426,-1.4898106678664456e-08
427,-1.1150876588458373e-08
428,-5.73162129973346e-08
429,-1.2132089544805475e-07
430,-7.584039102238893e-09
431,-3.8016165938433385e-08
432,-0.030477481825614744
433,-2.9445045455797714e-08
434,-6.478113545047262e-09
435,-0.023715840552737438
436,-1.0012017871116077e-07
437,-0.02182710187310408
438,-1.8588760125789364e-08
439,-3.6372199629857807e-07
440,-0.008253631796707434
441,-7.698213540577686e-07
442,-8.294844416506312e-09
443,-3.196784938220421e-07
444,-2.1756429695672462e-08
445,-4.3184605210991377e-08
446,-3.829165388826798e-08
447,-2.990498778601373e-07
448,-4.5560893944062e-09
449,-2.274851621532479e-08
450,-2.1127670567220308e-08
451,-0.021632018948835475
452,-0.008335549201786608
453,-3.401284998051753e-09
454,-5.527057197372407e-08
455,-5.696538732801167e-07
456,-1.7193296952269443e-07
457,-4.753683666555667e-09
458,-6.58341490594122e-08
459,-1.6051924131827608e-07
460,-7.705292598340394e-09
461,-9.272513492826753e-09
462,-1.7707422475578307e-07
463,-2.1474947830529376e-08
464,-3.991453555689356e-08
465,-0.023894749432717542
466,-1.2107081707347235e-06
467,-1.988745116566823e-08
468,-2.1667475188099583e-09
469,-0.020773480096139687
470,-2.113607328048905e-09
471,-0.028643280273955365
472,-2.0705903022020525e-07
473,-0.02288256621133322
474,-2.118683793957865e-07
475,-1.0203566932926896e-07
476,-3.21695959067078e-08
477,-8.025985233347298e-08
478,-3.207974516772728e-09
479,-1.6885439636724936e-08
480,-5.8946592799924397e-08
481,-0.02636109440871823
482,-1.962455901590792e-08
483,-4.361555807146115e-08
484,-3.1545357688819826e-08
485,-1.2277333962524387e-08
486,-6.407090396762317e-08
487,-3.772329980198578e-07
488,-9.939816462717202e-07
489,-8.06958736473531e-09
490,-2.0479686957122588e-08
491,-4.5467723331416604e-08
492,-2.9435145203747407e-07
493,-0.012884661399730908
494,-1.0849498336817683e-08
495,-0.01441127806464692
496,-8.30889869075838e-09
497,-1.0151535931812537e-08
498,-1.9420892747416926e-09
499,-4.529924665509853e-09
