,IC objective incomplete beta
85,0.0008904017698091566
86,1.985418131538903e-05
87,-0.0035805385385967296
88,-0.0003131874644538312
89,0.001922684136551902
90,-0.00019732107870943958
91,-0.0009321310288260174
92,-0.0031363877512866367
93,0.0017941466673605734
94,-0.00014227767941921293
95,-9.649518125382878e-05
96,-0.00286383229728076
97,1.0512273783406814e-05
98,-1.5832477283819963e-05
99,-0.0013207673937963575
100,-0.00033671579894176606
101,-0.00010972937238135338
102,-6.779623333664413e-05
103,0.0021875651909847834
104,9.64076152505879e-07
105,-0.00023823567091743158
106,0.0016092154839302754
107,-0.000653995152628062
108,0.0020771779716501635
109,0.000972889676263169
110,0.00026747463099043955
111,-0.0009249034462660069
112,-0.0005660039243717661
113,0.0011751441573757246
114,-2.2934057035750296e-05
115,-1.4467264003553736e-06
116,-0.0002273579511859671
117,-2.221681414634076e-05
118,-1.948296332632222e-05
119,-0.0013982812953089929
120,-0.0018806459570269976
121,-0.0012778465736555198
122,-0.00034099449569418823
123,-4.082070268783125e-05
124,-0.0001366966572765099
125,-0.0022316419380979686
126,-0.014650177065206717
127,-0.002348826639154393
128,-0.000621169893339947
129,-0.00010763627604974124
130,-0.0002688993476239503
131,-4.147782498854229e-05
132,-0.0020613881746639013
133,-0.00026397690476193776
134,-0.0017835897035866567
135,-0.00524369409954071
136,-0.0012368094886943814
137,-0.0076402246962396425
138,-0.0037444990289804128
139,-4.282417652822403e-06
140,-0.00017130556867376895
141,2.1311065320850054e-05
142,-0.0008299328984452888
143,9.928414696601124e-05
144,-0.009106744807589374
145,-0.0017948940631667093
146,-0.0005414533226847835
147,-0.010929331162016975
148,-1.4420576093121285e-07
149,0.0020469170996506234
150,0.002073797350526559
151,-0.0004539933938764193
152,-0.00019606814958435159
153,-0.0034096482522148687
154,-0.0023382245810943487
155,-0.00019439528906225665
156,-0.00035948402689136276
157,-4.6410363368932015e-05
158,-0.008403710508365332
159,-0.00017192019137974587
160,-0.006670586513381534
161,8.65786415218164e-06
162,1.9936278908565206e-05
163,-0.01426873977348255
164,-0.0015401893843218026
165,-0.0035893379473290977
166,-0.00036228511127574204
167,-0.0002223854366549665
168,-0.00022255807880791807
169,-0.0014338660280991018
170,-0.0005599821502929033
171,-0.0002977198684485906
172,-0.000329285676577274
173,-0.0020198465307649854
174,-0.000423849769664985
175,-0.003988456667188245
176,-0.00016908962252203032
177,-0.00020681513990599857
178,-0.00028434528998796087
179,-0.000568092101158312
180,-0.005253274939405525
181,-0.0004478785623231214
182,0.0024509678209164417
183,1.969206557875949e-05
184,-0.0002733866298638146
185,-5.891836152270078e-05
186,-0.0018468409724731382
187,-0.003263326239747114
188,-0.0019360769617709217
189,-0.0004186530083285013
190,-0.0002666631541371637
191,-2.189286159793698e-05
192,0.001815949731984207
193,-0.00015447116937756625
194,-0.0007876741316404453
195,-0.0006727594005244502
196,-0.0019721144565384217
197,-0.00029902318570038117
198,-6.113032278865258e-05
199,-0.0026734436753603355
200,-0.005421457349530882
201,-0.0026158189192046024
202,0.0007505983574978238
203,-2.3954533287607614e-05
204,-0.0004225423303497749
205,-0.0010129165807073385
206,-0.0005421233222521665
207,7.567404096483761e-05
208,-9.407219510354812e-05
209,-0.0011813405878198832
210,-0.0014366403210144846
211,-0.00012127302635775653
212,-0.0003931695540821875
213,-0.0005499350839768788
214,-0.0002521048102481935
215,-0.0025785551140459573
216,-0.0038290815032890778
217,-0.0007767735239015818
218,-2.829154728617377e-05
219,0.0023617802852452
220,-0.00013952672528556474
221,-2.5796519822359824e-05
222,-0.0002363085760491297
223,-1.1371920969773192e-05
224,-0.00033917036021552545
225,-0.002667080054017993
226,-0.019681563279391648
227,-1.4925303684869956e-05
228,-1.7916066200240452e-05
229,-0.001838754048776428
230,1.3320343049856742e-05
231,-0.0001022095328659853
232,0.0010872903199957897
233,-0.003264206205404282
234,-0.00015934254622676307
235,-0.0007318156658312542
236,0.0007317528222352942
237,-0.0005719919596364491
238,-0.0077214567882823775
239,-0.00182213110755473
240,-1.2518749120838916e-05
241,-0.00039807028306321424
242,-0.001898509210678453
243,-0.0010862756352040058
244,0.0016739452544435214
245,-0.006231058574341508
246,7.683457303477176e-06
247,-9.969668867248376e-05
248,-0.00010906198948813106
249,-0.002213021365662963
250,-0.0022553978716311133
251,-0.0067663365123670546
252,-0.0012228429599429015
253,-0.00016992736795927077
254,-0.0037818775810908446
255,-0.00041936269980564545
256,-0.0018491902628296037
257,-0.00011610284758339988
258,-7.540284242832013e-05
259,-0.0032064331406094337
260,-0.00018010105093854882
261,-0.00025084427472084613
262,-0.004308089395013219
263,2.0839301435817738e-05
264,-0.0018597167636811315
265,-0.0006958948619788155
266,-0.002215907588878712
267,-0.0013501840310481577
268,0.001490934304209384
269,-0.000906491204758356
270,-0.0008593516310727138
271,-0.0006848472705451129
272,-0.013110685454446625
273,-0.0002891779304790893
274,-0.00019161397870804528
275,-0.0009848060088262322
276,-9.55960725021987e-05
277,-0.0038353957558512524
278,-0.00040674986457534684
279,-0.0019924367941895047
280,-0.007496662109259126
281,-0.0030068781581312504
282,-0.0008088936708360303
283,0.001288284621948531
284,-0.0002473009518902381
285,5.877028698972009e-06
286,1.3248317574691202e-05
287,0.001947342383106727
288,-0.001488659969228771
289,-0.005632280986113401
290,-0.002812447251359447
291,-0.0003372625201982399
292,-6.295410710573028e-05
293,-0.0031707191331112198
294,8.66128534851439e-06
295,-0.012144433442727944
296,-0.008126089224355048
297,-0.007604564685273174
298,-0.00038567977089676986
299,-0.0029335399624368062
300,-0.0006535019275049322
301,-0.0005198133818850281
302,-0.0008679636814225636
303,-0.00023353222141651075
304,-0.00015273680762513403
305,-0.00041678226372076705
306,1.8929017954493884e-05
307,-0.0005443743925082156
308,-0.0004268854038459046
309,-0.00037102373037203624
310,-0.0012007897171536766
311,-7.311998442612201e-06
312,0.0011187842054772106
313,3.4014462813755327e-06
314,-0.018014711496471294
315,1.727040411722314e-05
316,-0.013888884099471683
317,-0.0003917975920931384
318,0.0020606410341304426
319,-0.0014263592464821453
320,-0.0005394269680406386
321,-0.006369413936851225
322,-0.0004564762811694539
323,-0.0007439176797703859
324,-0.00081742023857966
325,-0.001258097025641402
326,-0.000503673967174197
327,0.0013208422869357135
328,-0.00162822769598947
329,-0.00023681940354549824
330,-1.03453091653344e-05
331,-8.31120561554122e-05
332,-5.004748746742037e-05
333,-0.002953244389237087
334,-0.0003374337624385713
335,-3.17368871806562e-05
336,-0.0027189779592338707
337,-4.223431933386276e-05
338,-0.0001135093124375152
339,-4.976390751866937e-06
340,-0.002167260211669233
341,-3.3087606405138144e-05
342,2.0796807455705782e-05
343,-1.9811999865975843e-05
344,-0.0001867815385025065
345,-0.017287175497818223
346,3.5385747417087544e-06
347,4.039258974866525e-07
348,-0.00020652116059644184
349,-0.020217429660084444
350,-0.0005591988806804804
351,-0.013486899382717351
352,-0.0004258264726964618
353,-0.0027976231418967963
354,-0.0003415959730859214
355,1.6401378769429444e-05
356,-0.0006744672466655419
357,1.0350383429801372e-06
358,-0.00020241624937988807
359,1.6596411358314597e-05
360,-0.00015509481218317173
361,-0.006201353221096551
362,-0.00014401909222696622
363,0.0008938344683939482
364,3.6268623253622794e-06
365,-0.00036746877416919937
366,-0.0027857005545973844
367,-0.0065507395237281345
368,-3.312058129271403e-05
369,0.0017881273383151997
370,-5.3578466464695606e-05
371,-0.006158330496403752
372,-0.0004600483646087252
373,1.320863383387848e-05
374,-0.0010478938827010915
375,-0.007414159886187617
376,-0.0028410522676133023
377,-0.004059429422195028
378,-1.956764665218349e-05
379,-0.0008909084600394208
380,-0.00787287846476359
381,2.3015771157263843e-06
382,-0.005089058603819419
383,-0.00010714249275515162
384,-0.00034423494665184585
385,-0.005502416267783458
386,-0.001635198106065464
387,-0.0007536075862773204
388,-0.0062870235071578965
389,-5.960823180727369e-05
390,-0.002104729768595678
391,-0.001072878697331918
392,-6.967960264916281e-06
393,-0.004062092700309629
394,-1.540121156669376e-05
395,-0.0012149585166937136
396,-0.0014831533039060274
397,-0.00045145646303538866
398,-0.0003736419176048998
399,2.080425160350011e-05
400,-0.0003895738546484231
401,-0.0006163831945490998
402,-0.007867388186379793
403,-0.004060842663727635
404,-0.00015112695750559257
405,-0.0002009553316859429
406,-0.004989984002098896
407,-0.0026236735184443356
408,-1.2728269656043233e-05
409,-7.256082578629486e-05
410,0.002451460093658618
411,-0.00016446467926676733
412,-0.001455404738835101
413,9.71381433255027e-06
414,1.6407051352025816e-05
415,-0.0006630154993665829
416,-0.013547929882561078
417,-0.0001937477322454792
418,-0.003631697427228629
419,-0.0003596198001670659
420,-9.268314894978795e-05
421,-0.0020699800504890525
422,-9.030511637931712e-05
423,-0.0001657378472251675
424,-0.00207316939566859
425,-0.0013609983048072781
426,-7.25972254266956e-05
427,-0.00033407270469325523
428,-0.012330606757647118
429,-0.007071108352367337
430,-0.000868926417668089
431,-0.0005843193127705415
432,1.579077508616969e-05
433,3.909818700942538e-06
434,1.8462296134776003e-09
435,-0.0015662807183038033
436,-0.004434554268926074
437,1.062904050032521e-05
438,-0.0006143093199299525
439,6.719106724807495e-06
440,-4.905002279616032e-05
441,-0.000630635216244313
442,-4.173878682855468e-05
443,-0.0009969195727595347
444,-1.935527055542556e-05
445,-0.0018539332419373912
446,-9.175761953987773e-05
447,-0.00025279703623209716
448,-0.005429891920779947
449,-6.619443903809586e-05
450,-0.0016229067790910889
451,-0.0016682379802389347
452,-0.00012225776523051656
453,-0.001960639255513062
454,-0.0009097134772984313
455,-0.007062188374710893
456,-0.008206610811373163
457,-0.001450400203400706
458,1.0580781652882137e-05
459,-0.0010953660016470535
460,-1.7706890418920233e-06
461,-0.005114688382567492
462,2.9829915939636643e-06
463,-0.004592146459676994
464,-0.0002869418286299548
465,-0.0004014316909472846
466,-0.001978440551954914
467,-0.0011187520609774783
468,-0.00023900920633955613
469,-0.0002506902216301606
470,-0.00044092017542355066
471,0.0017700451308053063
472,-0.0019376337679241763
473,-0.00010831471101830242
474,-0.0006358578367948969
475,-0.001424445507743306
476,2.214033267281819e-05
477,-0.0023301192903881713
478,-0.0002920219939869027
479,-0.0009659241188355592
480,-0.004071236098506749
481,1.633982936700356e-05
482,-0.0005809017037973094
483,-0.0003374100470264652
484,-0.0036071766517250347
485,-0.0003550226135564029
486,-0.0007243247964427376
487,-0.00013043161545054304
488,-0.00909414095726379
489,-0.001078373260958018
490,-0.005959497061624144
491,-1.2593387267923272e-05
492,-0.0007058730390043728
493,-0.0008468664968773944
494,-0.0003944311815602903
495,-0.000680020245096844
496,-0.0005431600808646637
497,-0.015823153726886977
498,-0.00024058247882204338
499,-0.0007127043653713533
