,IC objective incomplete normal
786,97.44559596556864
787,87.21175798881846
788,99.9824638302497
789,76.50707129132222
790,63.75496102177551
791,87.98337087022664
792,56.5323933743844
793,78.85656693812425
794,100.56548200741125
795,106.93110944857888
796,60.21902987947682
797,72.60556288475131
798,115.51363561155695
799,89.62707609172408
800,58.31483301623971
801,53.549924454051784
802,98.97660654771191
803,52.22003389766452
804,79.50773237394058
805,57.81822829432581
806,80.46795824382073
807,89.68616005658671
808,83.55209261953031
809,115.22642447464854
810,92.89944081980488
811,82.41268820801807
812,97.27569295480963
813,90.55416122723564
814,87.2928625005044
815,91.77355721122535
816,67.09892343875065
817,112.65425330933714
818,80.04987917853664
819,92.81368461846203
820,77.04897144839695
821,112.58112310733735
822,135.2131264521896
823,71.11345440561655
824,81.10538743373132
825,118.87118518363896
826,81.68076004494459
827,43.04361895742537
828,109.50067580439521
829,99.33010381639107
830,107.9527876024238
831,60.44276130512161
832,100.56406147941703
833,71.71490806983681
834,85.25320943801523
835,117.08063595799793
836,75.41193837336925
837,50.64870272960853
838,115.75380425470243
839,95.6816547992233
840,72.72794901877761
841,122.22725362372337
842,61.35026551857995
843,95.89102657942301
844,104.18107789552656
845,83.18011109920587
846,81.14225588858453
847,60.26129405588126
848,100.17739483120067
849,90.38485627231795
850,69.54370302070465
851,100.42215210725122
852,61.753164399973265
853,85.53458772467567
854,4.9131725359602765
855,85.19259251974995
856,90.53385042115607
857,16.576059454696367
858,99.97410924433409
859,97.63514123353522
860,71.79284265138813
861,103.03482866861935
862,56.49996907019454
863,77.66736736280642
864,72.26862248596122
865,81.42945544076446
866,103.46750675596114
867,94.20802723336134
868,55.90306656087212
869,100.43063564107086
870,44.27699569320898
871,86.78133473250173
872,63.72619381831044
873,50.04890598501051
874,81.39251663704354
875,88.05722645375957
876,90.6796119235709
877,100.30899888455727
878,74.98559690714704
879,117.24858816303448
880,105.45516042742189
881,108.10599824315132
882,71.60380578452161
883,101.48750123360173
884,60.983892477392416
885,128.10965150718818
886,87.6454594579141
887,102.72146276759928
888,46.19855688238015
889,97.32849380110034
890,138.45045010939606
891,95.87543997439643
892,111.09833432048919
893,83.52691775660358
894,85.46168722866288
895,100.41394845540707
896,109.27532172275879
897,124.8553950829181
898,85.97200537692447
899,75.10308900434654
900,70.6326153338693
901,44.062149222368994
902,61.61539852790701
903,107.01439540246261
904,68.16956946533826
905,121.02994081102123
906,67.525081111974
907,112.05434728060212
908,113.1440842841114
909,40.07452712344285
910,105.19152420634713
911,121.93690846535424
912,19.333992745072635
913,80.86669845560675
914,26.49848054556551
915,95.33646067497142
916,107.38088932854184
917,61.60211208547412
918,66.25758910091996
919,102.06284066450424
920,88.3562293035887
921,69.47478183967952
922,113.79071624485958
923,82.13381286597917
924,84.84144619776134
925,80.34805525858977
926,45.810082753979785
927,86.06306897015551
928,56.25166270926586
929,81.09902071965782
930,49.55900899866153
931,106.80341848241426
932,58.79817035172501
933,88.34948188156811
934,116.42928742816885
935,91.67694541770454
936,46.493276449817635
937,119.76698471377857
938,82.88681211728684
939,84.45637631060445
940,117.42372365020627
941,109.36251815995527
942,66.79899716380581
943,124.78021373896573
944,76.23861225807023
945,60.8104772843012
946,79.76559359596439
947,74.23342962120537
948,88.40909785216137
949,132.72696651766262
950,81.53850997109453
951,114.0347180847716
952,104.53227858447225
953,86.99231712141267
954,15.404825735180285
955,110.15266039538247
956,75.45936965444078
957,81.71282295249773
958,84.57876332713572
959,102.77614744157991
960,125.8644997536907
961,78.01543442736607
962,70.89166898213537
963,117.39074103011635
964,79.02671733867108
965,72.36925922621593
966,118.80483889445091
967,45.856319408072835
968,96.26220185948
969,120.16470715764295
970,65.9968812037592
971,44.13028793544047
972,100.48035057529269
973,113.51093897119354
974,114.65679539998749
975,97.74932634271431
976,22.62383796447071
977,112.7022971142244
978,112.65843563591599
979,90.10675262143252
980,58.90798663397002
981,147.91802006601498
982,72.3931243049892
983,75.33193103931998
984,85.61640008920321
985,61.59632458152258
986,15.05506349319185
987,126.50232524084464
988,65.17354474716596
989,67.60752390407023
990,128.84565661329788
991,112.72561161653556
992,63.18582501740456
993,62.189443288677325
994,60.59659157285387
995,105.08269461901618
996,96.60358226357855
997,93.51013210474119
998,89.71415314694616
999,90.11065333709041
