,IC objective incomplete beta
406,-0.008380548431063289
407,-1.2787264511021259e-08
408,-0.020317821210544297
409,-2.0765635716133565e-07
410,-0.01208107105870424
411,-0.010926855737304694
412,-4.250598861751058e-08
413,-0.028091252796905084
414,-0.000505652414355171
415,-0.01825899156441278
416,-0.0016077592027296183
417,-8.00796472930953e-07
418,-0.002011918873308533
419,-0.0044998545911004014
420,-6.968913927867503e-08
421,-0.012902235491934144
422,-0.01694045586877644
423,-9.678835390536115e-07
424,-0.0012038607559238393
425,-0.0009208562962017928
426,-0.02744878208301943
427,-0.0010113825082355055
428,-0.010990333086239142
429,-4.134200621098553e-08
430,-5.8237708691165724e-08
431,-0.0037739207984020047
432,-0.00820686466141302
433,-0.004940033542541231
434,-0.0016643673700593607
435,-9.288395938264454e-07
436,-1.7218230745127952e-07
437,-9.099072534794486e-08
438,-2.2205606222798154e-07
439,-0.016733947837768746
440,-0.007124178469383823
441,-0.002014381702560576
442,-6.40818339103308e-07
443,-0.001057002899010223
444,-0.017887755384929222
445,-0.011505566404922651
446,-1.1179205055690675e-06
447,-0.02884022219120317
448,-0.018222990993912426
449,-0.01313301760125301
450,-0.006595757916022755
451,-0.005712226428519381
452,-0.008069756071007354
453,-4.3611147487339304e-08
454,-4.966743655353294e-07
455,-0.008643145278683644
456,-0.011694906710085934
457,-0.030138416770430505
458,-2.012638520468711e-08
459,-8.361216398957536e-07
460,-0.016336154365716622
461,-0.001108264991510104
462,-1.4387289545132033e-07
463,-4.325530428491304e-09
464,-4.36711791467022e-08
465,-0.012047959054804023
466,-0.017416866215946
467,-0.013431693248105456
468,-0.003131311183014934
469,-0.03039987414219109
470,-0.01676957846558624
471,-8.000533479322309e-08
472,-7.650503167772247e-08
473,-0.012199443732682608
474,-0.01900953347191297
475,-2.508413545361105e-07
476,-1.44789742653569e-07
477,-2.3266561633382835e-07
478,-2.2454712079512332e-07
479,-0.004422940358349594
480,-1.8220030469587403e-08
481,-0.015740815403933472
482,-0.004236173987454642
483,-2.6258194351096776e-08
484,-0.009959667380906628
485,-0.0034893344540721225
486,-3.4963083237820603e-09
487,-0.01780746013174751
488,-3.0220438561273005e-07
489,-0.014789621342296562
490,-0.01674225530084848
491,-4.374139369730033e-08
492,-2.0318635160850596e-07
493,-0.008916830391789279
494,-0.0012672470835628324
495,-0.0030799533590870733
496,-5.3531727161939876e-08
497,-1.461620092923481e-07
498,-0.020943006497788037
499,-0.0030730275926819216
