,IC objective incomplete beta
200,-1.272906541173252e-08
201,-4.5184557454007534e-08
202,-1.3504498735114955e-08
203,-0.01377565250766097
204,-1.2334555219907086e-06
205,-7.251585367982766e-09
206,-2.6355921938092997e-07
207,-7.725393171554335e-07
208,-2.3574050534665215e-08
209,-5.7777057963730366e-05
210,-2.034241520777724e-08
211,-0.0024318114509932812
212,-6.730725284960252e-08
213,-0.009271236730860194
214,-7.689967777181117e-08
215,-0.007358170208238188
216,-8.43203323040254e-08
217,-0.011762191871862747
218,-0.01522863281510702
219,-0.022046367711571868
220,-1.8531315989828475e-07
221,-4.945027505165441e-07
222,-1.9247525226464726e-07
223,-7.636508725212773e-07
224,-0.022949272260930586
225,-9.725186554580004e-08
226,-0.0019827118114595895
227,-2.977630636426558e-09
228,-1.9860867612363643e-08
229,-0.02031983454277987
230,-0.017906979236031607
231,-0.030367806163557304
232,-0.0014506226722119408
233,-2.1990118885463747e-08
234,-0.0030728488593713696
235,-0.024890029763314274
236,-0.026643677214357325
237,-2.2310808093039927e-08
238,-1.9971205115155747e-07
239,-0.005100495744566106
240,-0.014410696720976683
241,-0.00767213145724404
242,-2.0966293619730668e-08
243,-1.3356281756897102e-07
244,-3.797862877107609e-08
245,-0.011817815205375849
246,-0.00966509418373411
247,-2.0436427481345238e-08
248,-1.761248950382053e-07
249,-0.019761160813785563
250,-0.002681369749589037
251,-1.2399213331229305e-06
252,-3.771068570683742e-09
253,-0.014277008388937867
254,-0.026039824540472697
255,-1.0355419384644545e-08
256,-3.3506714610321765e-07
257,-2.1587754917954942e-08
258,-6.954240642728793e-08
259,-0.0029727853646357985
260,-4.063590645487559e-08
261,-0.01975438608029643
262,-0.013556712016068506
263,-0.017807940151356397
264,-0.011811519568791177
265,-1.3582690312555634e-08
266,-2.689152736755854e-07
267,-1.2910993435773623e-06
268,-5.9331182300081316e-08
269,-8.266273435309312e-07
270,-0.0231811658991417
271,-0.023788887644791545
272,-0.008738512362783474
273,-0.01618210295961229
274,-1.5080014423809428e-07
275,-6.0983707530111485e-09
276,-1.4883862062069298e-07
277,-0.003468123367791301
278,-5.554262392704852e-08
279,-0.011066016509931479
280,-1.2114083190624962e-08
281,-0.00160473644373775
282,-2.352170733280684e-07
283,-4.805166270219877e-07
284,-9.891477996671103e-08
285,-0.005981635174699247
286,-1.1700672631110612e-08
287,-0.026783005707642242
288,-4.7216018696582025e-08
289,-3.3151949178873266e-08
290,-0.009512014319653189
291,-0.021536173385788254
292,-0.009975742212740935
293,-3.7287443033180515e-07
294,-0.01711035592405097
295,-9.08542235225933e-08
296,-0.02347433455672292
297,-0.016032651442502235
298,-8.354994234002547e-08
299,-0.006846522310815479
300,-0.015721557248912013
301,-0.006383665381212652
302,-2.5323177750751028e-08
303,-0.012282099632166055
304,-0.0020399217987454653
305,-2.0804598785219064e-08
306,-2.7721335223018142e-08
307,-0.0049097825721463595
308,-1.0724665720089737e-08
309,-0.029132472514573998
310,-1.7108563643159153e-07
311,-0.022141255651882026
312,-2.640147418975525e-08
313,-0.01940441656938981
314,-1.6117831567024195e-08
315,-0.01987709364399376
316,-3.7915498974978775e-08
317,-2.2432796650387805e-09
318,-0.009314075823648028
319,-0.0010462380192083913
320,-0.02374926963034851
321,-1.2663974926116672e-07
322,-2.385077694719802e-08
323,-0.022786360784343353
324,-0.02424144141420179
325,-0.00540581546052389
326,-1.1166702339580345e-08
327,-0.023045260508891705
328,-0.02128151267570453
329,-3.821113817723656e-08
330,-3.1152115528575664e-08
331,-0.0003268865665896996
332,-2.435836557106729e-08
333,-0.0007896974726167174
334,-0.008421733885777265
335,-0.022200666056658575
336,-3.0663005629864733e-07
337,-0.016720569009065423
338,-0.006570768496850608
339,-8.640565890346223e-09
340,-0.0038932283545801073
341,-3.1666504254262646e-07
342,-2.6286397386097905e-08
343,-1.6552937265665653e-08
344,-0.003188876386316407
345,-0.01298135637231389
346,-2.4900427185614123e-08
347,-7.426194661633252e-08
348,-0.01289158460720567
349,-8.846202297457308e-09
350,-7.064258851237274e-08
351,-5.151803645409682e-08
352,-0.02145138537821065
353,-0.007688842947311781
354,-0.03093457139041811
355,-0.02767066097068454
356,-4.926639658737412e-07
357,-1.5613590869095612e-07
358,-2.2137164477994795e-07
359,-0.00839271522432895
360,-7.102780590594602e-08
361,-1.884569387514516e-08
362,-0.011410779027519361
363,-7.35782670417953e-08
364,-2.5647076145471876e-07
365,-2.628224799690998e-07
366,-3.718173479446499e-09
367,-0.020873655406377818
368,-0.030461231970832087
369,-0.021308912593767097
370,-2.2832688701345797e-07
371,-0.014228229984380034
372,-0.030204949344562627
373,-0.02642229719711003
374,-2.297406954536871e-08
375,-0.015748712089348662
376,-2.4149014658157254e-08
377,-6.019962347392335e-07
378,-0.018485062119044923
379,-1.345456061019009e-07
380,-0.01702592758768288
381,-3.0194868888784833e-08
382,-8.32996763851028e-07
383,-0.01537050160949108
384,-1.095110131840572e-07
385,-1.7135151196316303e-07
386,-0.004057513458985186
387,-0.01310968491227302
388,-2.65411509243755e-07
389,-2.1628897804476756e-08
390,-0.009536989220008743
391,-0.023556164556478732
392,-0.01760368827238213
393,-7.648109126700453e-08
394,-0.002127832845485151
395,-6.713252617753499e-09
396,-0.016680979371740984
397,-3.677218289793043e-08
398,-0.017828690409617525
399,-0.014033733225015194
400,-0.028668532621078595
401,-1.2999760789190245e-07
402,-0.005137869820204776
403,-0.007504675867499126
404,-1.275218547805118e-08
405,-1.495108178684219e-08
406,-0.007691155245130424
407,-0.016924263343650093
408,-0.011532398812646226
409,-2.1205274190143609e-07
410,-1.4451919864176984e-07
411,-0.015015925484367672
412,-4.5993288109886625e-07
413,-4.9071504601446655e-08
414,-1.1618106494670367e-08
415,-1.441011028289278e-08
416,-5.38764998033129e-08
417,-1.4023564301922097e-07
418,-1.9224432944718017e-08
419,-0.02106574659701019
420,-2.467391389054642e-08
421,-8.549463720926088e-09
422,-3.013711360124066e-07
423,-6.886858326537778e-09
424,-1.3889453735382156e-08
425,-1.4459376543658966e-07
426,-2.139241436058073e-09
427,-7.472902445167304e-08
428,-7.776846398449952e-07
429,-0.0015535091664149031
430,-2.0513483309663577e-08
431,-0.0006507471226265987
432,-0.0067716021878522804
433,-4.629173537285887e-08
434,-3.5841811519847155e-08
435,-4.6311699738398914e-07
436,-0.016094055072926224
437,-0.008339023291730668
438,-1.1146488943623894e-08
439,-1.9451647218520046e-07
440,-2.0924351588932468e-08
441,-2.7917947469955987e-08
442,-2.4248320943465965e-07
443,-0.02012855923663954
444,-0.0037159227698901893
445,-3.724463549329031e-08
446,-0.021642345633712957
447,-0.027048866323757227
448,-5.236544670140452e-09
449,-1.9318492170674917e-07
450,-0.006833768931562496
451,-1.1896841234738642e-07
452,-0.00748195629323268
453,-0.028355272255179063
454,-0.006902022975146049
455,-7.285744929385394e-08
456,-0.0199469611301682
457,-0.001040926560419608
458,-0.007962857433461867
459,-0.016823994858942672
460,-8.014417977591417e-09
461,-1.4147339580582667e-09
462,-1.4510803406244716e-07
463,-1.761042604452493e-08
464,-2.425286321913144e-07
465,-6.504993968394575e-09
466,-4.900004954704909e-07
467,-0.0078036701739825675
468,-0.018089052556663918
469,-5.429916630283047e-08
470,-0.0027420274347300213
471,-5.019078962685008e-08
472,-0.002616092332477216
473,-0.00370864748487427
474,-4.81302277055017e-07
475,-0.005902137707003563
476,-6.899951557347714e-08
477,-1.2002884730617128e-07
478,-4.5686706917762145e-09
479,-5.6110503241774705e-08
480,-0.0018119828087873838
481,-0.028864805948330467
482,-2.5887938093943093e-09
483,-3.845951972889834e-08
484,-3.50519722128519e-08
485,-0.020516285884301416
486,-5.566039005409202e-08
487,-4.508042989174233e-08
488,-0.00493217422138629
489,-1.4311337054404247e-07
490,-2.5406805247892313e-08
491,-0.019585916345821634
492,-0.014353661875893547
493,-0.009229483963811111
494,-4.944562491051046e-07
495,-0.025862726799000674
496,-0.02629286349497431
497,-0.025958771110111387
498,-1.8265347504548645e-07
499,-0.0071450926061917795
