date,time,air1,clotheswasher1,dishwasher1,dryg1,furnace1,grid,microwave1,oven1,refrigerator1,solar,demand,difference
2018-03-21,23:45:00,-0.001,0.0,0.001,0.001,0.01,0.295,0.003,0.008,0.133,-0.005,0.15500000000000003,0.13499999999999995
2018-03-22,00:00:00,0.0,0.0,0.0,0.001,0.011,0.201,0.003,0.008,0.04,-0.006,0.063,0.132
2018-03-22,00:15:00,0.0,0.0,0.0,0.001,0.01,0.161,0.003,0.008,0.003,-0.006,0.025,0.13
2018-03-22,00:30:00,0.0,0.0,0.0,0.001,0.011,0.159,0.003,0.008,0.003,-0.006,0.026,0.127
2018-03-22,00:45:00,-0.001,0.0,0.001,0.001,0.011,0.287,0.003,0.008,0.135,-0.006,0.15800000000000003,0.12299999999999994
2018-03-22,01:00:00,0.0,0.0,0.0,0.001,0.01,0.213,0.003,0.008,0.06,-0.006,0.082,0.12499999999999999
2018-03-22,01:15:00,0.0,0.0,0.0,0.001,0.01,0.158,0.003,0.008,0.003,-0.006,0.025,0.127
2018-03-22,01:30:00,0.0,0.0,0.0,0.001,0.01,0.157,0.003,0.008,0.003,-0.006,0.025,0.126
2018-03-22,01:45:00,-0.001,0.0,0.001,0.001,0.01,0.244,0.003,0.008,0.092,-0.005,0.114,0.12499999999999999
2018-03-22,02:00:00,-0.001,0.0,0.001,0.001,0.01,0.282,0.003,0.008,0.132,-0.005,0.15400000000000003,0.12299999999999994
2018-03-22,02:15:00,0.0,0.0,0.0,0.001,0.01,0.175,0.003,0.008,0.02,-0.006,0.042,0.12699999999999997
2018-03-22,02:30:00,0.0,0.0,0.0,0.001,0.01,0.16,0.003,0.008,0.003,-0.006,0.025,0.129
2018-03-22,02:45:00,0.0,0.0,0.0,0.001,0.01,0.171,0.003,0.008,0.017,-0.006,0.03900000000000001,0.126
2018-03-22,03:00:00,-0.001,0.0,0.001,0.001,0.01,0.282,0.003,0.007,0.131,-0.005,0.15200000000000002,0.12499999999999994
2018-03-22,03:15:00,0.0,0.0,0.0,0.001,0.01,0.193,0.003,0.008,0.04,-0.006,0.062,0.125
2018-03-22,03:30:00,0.0,0.0,0.0,0.001,0.01,0.158,0.003,0.008,0.003,-0.006,0.025,0.127
2018-03-22,03:45:00,0.0,0.0,0.0,0.001,0.01,0.157,0.003,0.008,0.003,-0.006,0.025,0.126
2018-03-22,04:00:00,-0.001,0.0,0.001,0.001,0.01,0.258,0.003,0.008,0.106,-0.005,0.128,0.125
2018-03-22,04:15:00,-0.001,0.0,0.001,0.001,0.01,0.281,0.003,0.008,0.13,-0.005,0.15200000000000002,0.124
2018-03-22,04:30:00,0.0,0.0,0.0,0.001,0.01,0.17,0.003,0.008,0.012,-0.006,0.034,0.13
2018-03-22,04:45:00,0.0,0.0,0.0,0.001,0.01,0.159,0.003,0.008,0.003,-0.006,0.025,0.128
2018-03-22,05:00:00,0.0,0.0,0.0,0.001,0.01,0.172,0.003,0.008,0.017,-0.006,0.03900000000000001,0.12699999999999997
2018-03-22,05:15:00,-0.001,0.0,0.001,0.001,0.01,0.282,0.003,0.008,0.131,-0.005,0.15300000000000002,0.12399999999999994
2018-03-22,05:30:00,0.0,0.0,0.0,0.001,0.01,0.19,0.003,0.008,0.036,-0.006,0.057999999999999996,0.126
2018-03-22,05:45:00,0.0,0.0,0.0,0.001,0.01,0.156,0.003,0.008,0.003,-0.006,0.025,0.125
2018-03-22,06:00:00,0.0,0.0,0.0,0.001,0.01,0.155,0.003,0.008,0.003,-0.006,0.025,0.124
2018-03-22,06:15:00,-0.001,0.0,0.001,0.001,0.01,0.254,0.003,0.008,0.105,-0.005,0.127,0.122
2018-03-22,06:30:00,-0.001,0.0,0.001,0.001,0.01,0.28,0.003,0.008,0.13,-0.005,0.15200000000000002,0.123
2018-03-22,06:45:00,0.0,0.0,0.0,0.001,0.01,0.162,0.003,0.008,0.008,-0.006,0.030000000000000002,0.126
2018-03-22,07:00:00,0.0,0.0,0.0,0.001,0.01,0.156,0.003,0.008,0.003,-0.006,0.025,0.125
2018-03-22,07:15:00,-0.001,0.001,0.0,0.0,0.01,0.657,0.003,0.008,0.019,-0.005,0.04,0.612
2018-03-22,07:30:00,-0.001,0.001,0.001,0.001,0.01,0.557,0.003,0.007,0.132,-0.008,0.15400000000000003,0.395
2018-03-22,07:45:00,-0.001,0.001,0.001,0.001,0.01,0.408,0.003,0.008,0.044,0.045,0.067,0.38599999999999995
2018-03-22,08:00:00,0.0,0.001,0.001,0.001,0.01,0.267,0.003,0.008,0.003,0.141,0.027,0.381
2018-03-22,08:15:00,0.0,0.001,0.001,0.001,0.01,0.208,0.003,0.008,0.005,0.226,0.029,0.40499999999999997
2018-03-22,08:30:00,0.0,0.001,0.001,0.001,0.01,0.032,0.003,0.007,0.1,0.338,0.12300000000000001,0.247
2018-03-22,08:45:00,0.0,0.0,0.001,0.001,0.01,-0.067,0.003,0.007,0.133,0.466,0.15500000000000003,0.244
2018-03-22,09:00:00,0.001,0.0,0.001,0.001,0.01,-0.281,0.003,0.008,0.033,0.582,0.05700000000000001,0.24399999999999994
2018-03-22,09:15:00,0.002,0.0,0.0,0.001,0.01,-0.432,0.065,0.008,0.003,0.705,0.089,0.18399999999999997
2018-03-22,09:30:00,0.002,0.0,0.0,0.001,0.01,-0.664,0.003,0.009,0.022,0.831,0.047,0.11999999999999993
2018-03-22,09:45:00,0.003,0.0,0.001,0.001,0.01,-0.681,0.003,0.008,0.13,0.955,0.15600000000000003,0.11799999999999988
2018-03-22,10:00:00,0.004,0.0,0.0,0.001,0.01,-0.915,0.003,0.009,0.028,1.088,0.055,0.11800000000000005
2018-03-22,10:15:00,0.004,0.0,0.0,0.001,0.01,-0.924,0.003,0.009,0.003,1.072,0.030000000000000002,0.11800000000000002
2018-03-22,10:30:00,0.004,0.0,0.0,0.001,0.01,-1.053,0.003,0.009,0.003,1.204,0.030000000000000002,0.12100000000000002
2018-03-22,10:45:00,0.004,0.0,0.001,0.001,0.01,-0.951,0.003,0.008,0.11,1.207,0.137,0.1190000000000001
2018-03-22,11:00:00,0.004,0.0,0.001,0.001,0.01,-0.978,0.003,0.008,0.13,1.252,0.15700000000000003,0.11699999999999999
2018-03-22,11:15:00,0.004,0.0,0.0,0.001,0.01,-1.092,0.003,0.009,0.008,1.245,0.035,0.11800000000000002
2018-03-22,11:30:00,0.006,0.0,0.008,0.001,0.01,-1.588,0.003,0.01,0.003,1.751,0.041,0.1219999999999998
2018-03-22,11:45:00,0.005,0.0,0.0,0.001,0.01,-1.338,0.003,0.009,0.022,1.513,0.049999999999999996,0.12499999999999983
2018-03-22,12:00:00,0.007,0.0,0.001,0.001,0.01,-1.997,0.003,0.009,0.13,2.277,0.16100000000000003,0.119
2018-03-22,12:15:00,0.007,0.0,0.0,0.001,0.01,-2.017,0.003,0.01,0.029,2.197,0.060000000000000005,0.12000000000000016
2018-03-22,12:30:00,0.009,0.0,0.0,0.001,0.01,-2.409,0.003,0.01,0.007,2.606,0.04,0.15700000000000006
2018-03-22,12:45:00,0.01,0.0,0.0,0.002,0.01,-2.61,0.003,0.01,0.004,2.833,0.03900000000000001,0.1840000000000003
2018-03-22,13:00:00,0.009,0.0,0.001,0.001,0.01,-2.323,0.003,0.01,0.111,2.582,0.14500000000000002,0.11399999999999988
2018-03-22,13:15:00,0.009,0.0,0.001,0.001,0.01,-2.628,0.003,0.01,0.133,2.91,0.16700000000000004,0.11499999999999999
2018-03-22,13:30:00,0.009,0.0,0.0,0.001,0.01,-2.483,0.003,0.01,0.033,2.684,0.066,0.13500000000000006
2018-03-22,13:45:00,0.01,0.0,0.0,0.001,0.01,-2.749,0.003,0.011,0.003,2.928,0.038,0.14099999999999982
2018-03-22,14:00:00,0.008,0.0,0.0,0.001,0.01,-2.242,0.003,0.01,0.035,2.434,0.067,0.12500000000000017
2018-03-22,14:15:00,0.009,0.0,0.001,0.001,0.01,-2.532,0.003,0.01,0.129,2.806,0.16300000000000003,0.11099999999999999
2018-03-22,14:30:00,0.006,0.0,0.0,0.001,0.01,-1.759,0.003,0.01,0.02,1.925,0.049999999999999996,0.11600000000000016
2018-03-22,14:45:00,0.009,0.0,0.0,0.001,0.01,-2.602,0.003,0.01,0.003,2.757,0.036000000000000004,0.11900000000000024
2018-03-22,15:00:00,0.01,0.0,0.0,0.001,0.01,-2.801,0.003,0.011,0.003,2.951,0.038,0.1119999999999999
2018-03-22,15:15:00,0.005,0.0,0.001,0.001,0.01,-1.448,0.003,0.009,0.119,1.712,0.14800000000000002,0.11599999999999999
2018-03-22,15:30:00,0.005,0.0,0.001,0.001,0.01,-1.475,0.003,0.009,0.131,1.75,0.16000000000000003,0.11499999999999988
2018-03-22,15:45:00,0.007,0.0,0.0,0.001,0.01,-1.978,0.003,0.01,0.008,2.135,0.03900000000000001,0.1179999999999998
2018-03-22,16:00:00,0.004,0.0,0.0,0.001,0.01,-1.098,0.003,0.009,0.01,1.272,0.037,0.13699999999999993
2018-03-22,16:15:00,0.003,0.0,0.001,0.001,0.01,-0.736,0.003,0.008,0.08,0.967,0.106,0.12499999999999999
2018-03-22,16:30:00,0.005,0.0,0.001,0.001,0.01,-1.205,0.003,0.008,0.134,1.486,0.16200000000000003,0.11899999999999988
2018-03-22,16:45:00,0.004,0.0,0.001,0.001,0.01,-1.008,0.003,0.009,0.072,1.23,0.09999999999999999,0.12199999999999998
2018-03-22,17:00:00,0.004,0.0,0.0,0.001,0.01,-1.16,0.003,0.009,0.003,1.31,0.030000000000000002,0.12000000000000013
2018-03-22,17:15:00,0.002,0.0,0.0,0.002,0.01,-0.654,0.003,0.967,0.004,1.815,0.988,0.17300000000000004
2018-03-22,17:30:00,0.0,0.0,0.001,0.002,0.01,-0.321,0.003,1.278,0.123,1.907,1.4169999999999998,0.16900000000000026
2018-03-22,17:45:00,0.002,0.0,0.001,0.002,0.01,-0.604,0.003,0.955,0.09,1.834,1.0629999999999997,0.16700000000000026
2018-03-22,18:00:00,0.002,0.0,0.0,0.002,0.01,-0.684,0.003,0.721,0.004,1.608,0.742,0.18200000000000005
2018-03-22,18:15:00,0.004,0.0,0.0,0.002,0.01,-1.017,0.003,0.064,0.06,1.451,0.14300000000000002,0.29100000000000015
2018-03-22,18:30:00,0.002,0.0,0.001,0.002,0.01,-0.661,0.003,0.063,0.136,1.164,0.21700000000000003,0.28599999999999987
2018-03-22,18:45:00,0.002,0.0,0.001,0.002,0.01,-0.469,0.003,0.063,0.1,0.937,0.18100000000000002,0.28700000000000003
2018-03-22,19:00:00,0.001,0.0,0.0,0.002,0.01,-0.327,0.003,0.015,0.003,0.64,0.034,0.279
2018-03-22,19:15:00,0.0,0.0,0.0,0.002,0.01,0.048,0.003,0.007,0.003,0.226,0.025,0.24900000000000003
2018-03-22,19:30:00,-0.001,0.0,0.0,0.002,0.01,0.406,0.003,0.007,0.066,0.005,0.08700000000000001,0.324
2018-03-22,19:45:00,-0.002,0.0,0.001,0.002,0.01,0.5,0.003,0.006,0.13,-0.024,0.15000000000000002,0.32599999999999996
2018-03-22,20:00:00,-0.001,0.0,0.0,0.002,0.01,0.374,0.003,0.007,0.02,-0.007,0.041,0.326
2018-03-22,20:15:00,-0.001,0.0,0.0,0.002,0.01,0.354,0.003,0.007,0.003,-0.005,0.024,0.32499999999999996
2018-03-22,20:30:00,-0.001,0.0,0.0,0.002,0.01,0.36,0.003,0.007,0.008,-0.005,0.029,0.32599999999999996
2018-03-22,20:45:00,-0.002,0.0,0.001,0.002,0.01,0.552,0.003,0.006,0.136,-0.004,0.15600000000000003,0.392
2018-03-22,21:00:00,-0.002,0.0,0.001,0.002,0.01,0.581,0.003,0.006,0.113,-0.004,0.133,0.44399999999999995
2018-03-22,21:15:00,-0.002,0.0,0.001,0.001,0.01,0.655,0.003,0.006,0.003,-0.004,0.022000000000000002,0.629
2018-03-22,21:30:00,-0.002,0.0,0.001,0.001,0.01,0.721,0.003,0.006,0.033,-0.004,0.052000000000000005,0.6649999999999999
2018-03-22,21:45:00,-0.001,0.001,0.001,0.0,0.01,0.528,0.003,0.007,0.128,-0.005,0.14900000000000002,0.374
2018-03-22,22:00:00,-0.001,0.001,0.001,0.001,0.01,0.464,0.003,0.007,0.135,-0.005,0.15700000000000003,0.302
2018-03-22,22:15:00,-0.001,0.001,0.001,0.001,0.01,0.355,0.003,0.007,0.091,-0.005,0.113,0.237
2018-03-22,22:30:00,-0.001,0.001,0.0,0.001,0.01,0.275,0.003,0.008,0.003,-0.006,0.025,0.24400000000000002
2018-03-22,22:45:00,-0.001,0.001,0.0,0.001,0.01,0.305,0.003,0.008,0.035,-0.006,0.05700000000000001,0.242
2018-03-22,23:00:00,-0.001,0.0,0.001,0.001,0.01,0.316,0.003,0.007,0.129,-0.005,0.15000000000000002,0.16099999999999998
2018-03-22,23:15:00,0.0,0.0,0.0,0.001,0.01,0.188,0.003,0.008,0.02,-0.006,0.042,0.13999999999999999
2018-03-22,23:30:00,0.0,0.001,0.0,0.001,0.01,0.173,0.003,0.008,0.003,-0.006,0.026000000000000002,0.141
2018-03-22,23:45:00,0.0,0.001,0.0,0.001,0.01,0.174,0.003,0.008,0.003,-0.006,0.026000000000000002,0.142
2018-03-23,00:00:00,-0.001,0.001,0.001,0.001,0.01,0.305,0.003,0.008,0.137,-0.005,0.16000000000000003,0.13999999999999996
2018-03-23,00:15:00,-0.001,0.001,0.001,0.001,0.01,0.29,0.003,0.008,0.123,-0.005,0.14600000000000002,0.13899999999999996
2018-03-23,00:30:00,0.0,0.001,0.0,0.001,0.01,0.172,0.003,0.008,0.003,-0.006,0.026000000000000002,0.13999999999999999
2018-03-23,00:45:00,0.0,0.001,0.0,0.001,0.011,0.172,0.003,0.008,0.003,-0.006,0.026999999999999996,0.13899999999999998
2018-03-23,01:00:00,0.0,0.001,0.0,0.001,0.01,0.212,0.003,0.008,0.044,-0.006,0.067,0.13899999999999998
2018-03-23,01:15:00,-0.001,0.001,0.001,0.001,0.01,0.296,0.003,0.008,0.133,-0.005,0.15600000000000003,0.13499999999999995
2018-03-23,01:30:00,0.0,0.0,0.0,0.001,0.01,0.212,0.003,0.008,0.044,-0.006,0.066,0.13999999999999999
2018-03-23,01:45:00,0.0,0.0,0.0,0.001,0.01,0.173,0.003,0.008,0.003,-0.006,0.025,0.142
2018-03-23,02:00:00,0.0,0.0,0.0,0.001,0.01,0.174,0.003,0.008,0.003,-0.006,0.025,0.143
2018-03-23,02:15:00,-0.001,0.0,0.001,0.001,0.01,0.27,0.003,0.008,0.102,-0.005,0.12399999999999999,0.14100000000000001
2018-03-23,02:30:00,-0.001,0.001,0.001,0.001,0.01,0.297,0.003,0.008,0.13,-0.005,0.15300000000000002,0.13899999999999996
2018-03-23,02:45:00,0.0,0.0,0.0,0.001,0.01,0.181,0.003,0.008,0.012,-0.006,0.034,0.141
2018-03-23,03:00:00,0.0,0.001,0.0,0.001,0.01,0.175,0.003,0.008,0.003,-0.006,0.026000000000000002,0.143
2018-03-23,03:15:00,0.0,0.001,0.0,0.001,0.01,0.178,0.003,0.008,0.008,-0.006,0.031,0.141
2018-03-23,03:30:00,-0.001,0.0,0.001,0.001,0.01,0.3,0.003,0.008,0.135,-0.005,0.15700000000000003,0.13799999999999996
2018-03-23,03:45:00,-0.001,0.0,0.0,0.001,0.01,0.232,0.003,0.008,0.065,-0.006,0.08600000000000001,0.14
2018-03-23,04:00:00,0.0,0.0,0.0,0.001,0.01,0.172,0.003,0.008,0.003,-0.006,0.025,0.141
2018-03-23,04:15:00,0.0,0.0,0.0,0.001,0.01,0.17,0.003,0.008,0.003,-0.006,0.025,0.139
2018-03-23,04:30:00,-0.001,0.0,0.001,0.001,0.01,0.242,0.003,0.008,0.075,-0.005,0.09699999999999999,0.14
2018-03-23,04:45:00,-0.001,0.001,0.001,0.001,0.01,0.3,0.003,0.008,0.134,-0.005,0.15700000000000003,0.13799999999999996
2018-03-23,05:00:00,0.0,0.0,0.0,0.001,0.01,0.214,0.003,0.008,0.044,-0.006,0.066,0.142
2018-03-23,05:15:00,0.0,0.0,0.0,0.001,0.01,0.172,0.003,0.008,0.003,-0.006,0.025,0.141
2018-03-23,05:30:00,0.0,0.0,0.0,0.001,0.01,0.17,0.003,0.008,0.003,-0.006,0.025,0.139
2018-03-23,05:45:00,-0.001,0.0,0.001,0.001,0.01,0.264,0.003,0.007,0.1,-0.005,0.12100000000000001,0.138
2018-03-23,06:00:00,-0.001,0.001,0.001,0.001,0.01,0.252,0.003,0.008,0.085,-0.005,0.108,0.139
2018-03-23,06:15:00,0.0,0.001,0.0,0.001,0.01,0.172,0.003,0.008,0.003,-0.006,0.026000000000000002,0.13999999999999999
2018-03-23,06:30:00,0.0,0.001,0.0,0.001,0.01,0.171,0.003,0.008,0.003,-0.006,0.026000000000000002,0.139
2018-03-23,06:45:00,0.0,0.001,0.0,0.001,0.01,0.208,0.003,0.008,0.04,-0.006,0.063,0.13899999999999998
2018-03-23,07:00:00,-0.001,0.001,0.001,0.001,0.01,0.302,0.003,0.008,0.135,-0.005,0.15800000000000003,0.13899999999999996
2018-03-23,07:15:00,-0.001,0.001,0.001,0.001,0.01,0.253,0.003,0.008,0.084,-0.006,0.107,0.14
2018-03-23,07:30:00,-0.001,0.001,0.0,0.0,0.01,0.583,0.003,0.008,0.005,-0.01,0.026000000000000002,0.5469999999999999
2018-03-23,07:45:00,-0.001,0.001,0.0,0.001,0.01,0.338,0.003,0.008,0.003,-0.011,0.025,0.302
2018-03-23,08:00:00,-0.001,0.001,0.0,0.001,0.01,0.369,0.003,0.008,0.066,0.01,0.08800000000000001,0.291
2018-03-23,08:15:00,-0.001,0.001,0.001,0.001,0.011,0.423,0.003,0.008,0.124,0.01,0.14800000000000002,0.285
2018-03-23,08:30:00,0.0,0.001,0.0,0.001,0.011,0.258,0.003,0.008,0.003,0.041,0.026999999999999996,0.272
2018-03-23,08:45:00,0.0,0.001,0.0,0.001,0.01,0.176,0.003,0.008,0.004,0.066,0.027000000000000003,0.215
2018-03-23,09:00:00,0.0,0.001,0.0,0.001,0.01,0.038,0.003,0.009,0.003,0.13,0.027000000000000003,0.14100000000000001
2018-03-23,09:15:00,0.0,0.0,0.001,0.001,0.011,0.157,0.003,0.007,0.132,0.213,0.15500000000000003,0.21499999999999997
2018-03-23,09:30:00,0.0,0.0,0.001,0.001,0.011,0.119,0.003,0.008,0.133,0.252,0.15700000000000003,0.21399999999999997
2018-03-23,09:45:00,0.0,0.0,0.001,0.001,0.011,0.024,0.003,0.008,0.016,0.278,0.04,0.26200000000000007
2018-03-23,10:00:00,0.0,0.001,0.001,0.001,0.01,0.082,0.003,0.008,0.004,0.277,0.028,0.331
2018-03-23,10:15:00,0.0,0.001,0.001,0.0,0.01,0.386,0.003,0.008,0.049,0.351,0.07200000000000001,0.665
2018-03-23,10:30:00,0.0,0.001,0.001,0.001,0.01,0.203,0.003,0.007,0.135,0.306,0.15800000000000003,0.351
2018-03-23,10:45:00,0.0,0.001,0.001,0.0,0.01,0.236,0.003,0.008,0.083,0.39,0.106,0.52
2018-03-23,11:00:00,0.0,0.001,0.001,0.0,0.011,0.103,0.003,0.008,0.003,0.481,0.026999999999999996,0.5569999999999999
2018-03-23,11:15:00,0.001,0.001,0.001,0.0,0.011,-0.014,0.003,0.008,0.003,0.52,0.027999999999999997,0.478
2018-03-23,11:30:00,0.001,0.001,0.004,0.001,0.011,-0.17,0.003,0.008,0.073,0.557,0.102,0.28500000000000003
2018-03-23,11:45:00,0.001,0.0,0.001,0.001,0.011,-0.321,0.003,0.008,0.134,0.626,0.15900000000000003,0.14599999999999996
2018-03-23,12:00:00,0.002,0.0,0.001,0.001,0.011,-0.394,0.003,0.008,0.092,0.628,0.11800000000000001,0.11599999999999998
2018-03-23,12:15:00,0.0,0.0,0.003,0.001,0.01,0.004,0.003,0.006,0.498,0.63,0.521,0.11299999999999999
2018-03-23,12:30:00,0.001,0.0,0.001,0.001,0.01,-0.285,0.003,0.008,0.117,0.542,0.14100000000000001,0.11600000000000005
2018-03-23,12:45:00,0.001,0.0,0.001,0.001,0.01,-0.287,0.003,0.008,0.132,0.559,0.15600000000000003,0.11600000000000005
2018-03-23,13:00:00,0.001,0.0,0.001,0.001,0.01,-0.273,0.003,0.008,0.11,0.523,0.134,0.11599999999999999
2018-03-23,13:15:00,0.002,0.0,0.0,0.001,0.01,-0.432,0.003,0.009,0.003,0.579,0.028,0.11899999999999997
2018-03-23,13:30:00,0.002,0.0,0.0,0.001,0.01,-0.595,0.003,0.009,0.003,0.743,0.028,0.12000000000000002
2018-03-23,13:45:00,0.003,0.0,0.001,0.001,0.011,-0.661,0.003,0.009,0.088,0.894,0.11599999999999999,0.11699999999999999
2018-03-23,14:00:00,0.003,0.0,0.001,0.001,0.01,-0.737,0.003,0.008,0.133,1.012,0.15900000000000003,0.11599999999999999
2018-03-23,14:15:00,0.005,0.0,0.0,0.001,0.01,-1.364,0.003,0.009,0.036,1.545,0.064,0.11699999999999983
2018-03-23,14:30:00,0.004,0.0,0.0,0.001,0.01,-0.974,0.003,0.009,0.003,1.122,0.030000000000000002,0.11800000000000013
2018-03-23,14:45:00,0.003,0.0,0.0,0.001,0.01,-0.848,0.003,0.009,0.017,1.011,0.04300000000000001,0.11999999999999991
2018-03-23,15:00:00,0.002,0.0,0.001,0.001,0.01,-0.591,0.003,0.008,0.134,0.867,0.15900000000000003,0.11699999999999999
2018-03-23,15:15:00,0.003,0.0,0.0,0.001,0.01,-0.83,0.003,0.009,0.06,1.035,0.086,0.11899999999999997
2018-03-23,15:30:00,0.005,0.0,0.0,0.001,0.01,-1.324,0.003,0.009,0.003,1.472,0.031,0.11699999999999991
2018-03-23,15:45:00,0.007,0.0,0.0,0.001,0.011,-1.878,0.003,0.01,0.003,2.028,0.035,0.11500000000000013
2018-03-23,16:00:00,0.006,0.0,0.001,0.001,0.011,-1.565,0.003,0.009,0.097,1.807,0.128,0.11399999999999999
2018-03-23,16:15:00,0.004,0.0,0.001,0.001,0.01,-0.987,0.003,0.009,0.131,1.262,0.15900000000000003,0.11599999999999999
2018-03-23,16:30:00,0.004,0.0,0.0,0.001,0.01,-1.071,0.003,0.009,0.016,1.232,0.043000000000000003,0.11800000000000002
2018-03-23,16:45:00,0.003,0.0,0.0,0.001,0.01,-0.894,0.003,0.009,0.003,1.044,0.029,0.12100000000000002
2018-03-23,17:00:00,0.005,0.0,0.0,0.001,0.011,-1.378,0.003,0.01,0.022,1.545,0.052,0.11500000000000005
2018-03-23,17:15:00,0.003,0.0,0.001,0.001,0.01,-0.641,0.003,0.008,0.132,0.962,0.15800000000000003,0.16299999999999992
2018-03-23,17:30:00,0.002,0.0,0.0,0.002,0.01,-0.549,0.003,0.008,0.048,0.83,0.07300000000000001,0.2079999999999999
2018-03-23,17:45:00,0.004,0.0,0.0,0.002,0.01,-1.241,0.003,0.009,0.003,1.474,0.031,0.20199999999999987
2018-03-23,18:00:00,-0.004,0.0,0.0,0.002,0.01,0.911,0.003,2.029,0.005,1.296,2.045,0.16199999999999992
2018-03-23,18:15:00,-0.002,0.0,0.001,0.002,0.01,0.384,0.003,0.822,0.111,0.727,0.947,0.16400000000000003
2018-03-23,18:30:00,-0.001,0.0,0.001,0.002,0.01,0.281,0.003,0.29,0.135,0.33,0.44,0.17099999999999999
2018-03-23,18:45:00,0.0,0.0,0.001,0.002,0.01,0.053,0.003,0.007,0.073,0.221,0.096,0.17800000000000002
2018-03-23,19:00:00,0.0,0.0,0.0,0.002,0.01,0.02,0.003,0.008,0.003,0.191,0.026000000000000002,0.185
2018-03-23,19:15:00,0.0,0.0,0.0,0.002,0.01,0.064,0.003,0.008,0.057,0.189,0.08,0.173
2018-03-23,19:30:00,-0.001,0.0,0.001,0.002,0.01,0.3,0.003,0.007,0.114,0.037,0.136,0.20099999999999996
2018-03-23,19:45:00,-0.001,0.0,0.0,0.002,0.01,0.238,0.003,0.008,0.003,-0.019,0.025,0.194
2018-03-23,20:00:00,-0.002,0.0,0.001,0.002,0.01,0.387,0.003,0.007,0.003,-0.007,0.024,0.356
2018-03-23,20:15:00,-0.002,0.0,0.001,0.002,0.01,0.495,0.003,0.006,0.055,-0.004,0.075,0.416
2018-03-23,20:30:00,-0.002,0.0,0.002,0.002,0.01,0.572,0.003,0.006,0.136,-0.003,0.15700000000000003,0.4119999999999999
2018-03-23,20:45:00,-0.002,0.0,0.001,0.002,0.01,0.52,0.003,0.006,0.087,-0.003,0.107,0.41000000000000003
2018-03-23,21:00:00,-0.002,0.0,0.001,0.002,0.01,0.436,0.003,0.006,0.003,-0.004,0.023000000000000003,0.409
2018-03-23,21:15:00,-0.002,0.0,0.001,0.002,0.01,0.439,0.003,0.006,0.004,-0.004,0.024,0.411
2018-03-23,21:30:00,-0.002,0.0,0.002,0.002,0.01,0.529,0.003,0.006,0.093,-0.003,0.114,0.41200000000000003
2018-03-23,21:45:00,-0.002,0.0,0.001,0.002,0.01,0.64,0.003,0.006,0.107,-0.003,0.127,0.51
2018-03-23,22:00:00,-0.002,0.0,0.001,0.002,0.01,0.568,0.003,0.006,0.003,-0.003,0.023000000000000003,0.5419999999999999
2018-03-23,22:15:00,-0.002,0.0,0.001,0.002,0.01,0.598,0.003,0.006,0.003,-0.003,0.023000000000000003,0.572
2018-03-23,22:30:00,-0.002,0.0,0.001,0.002,0.01,0.61,0.003,0.006,0.053,-0.004,0.073,0.533
2018-03-23,22:45:00,-0.001,0.001,0.001,0.0,0.01,0.524,0.003,0.007,0.135,-0.005,0.15600000000000003,0.363
2018-03-23,23:00:00,-0.001,0.001,0.001,0.001,0.01,0.326,0.003,0.008,0.075,-0.005,0.09799999999999999,0.22300000000000003
2018-03-23,23:15:00,-0.001,0.001,0.0,0.001,0.01,0.218,0.003,0.008,0.003,-0.006,0.025,0.187
2018-03-23,23:30:00,0.0,0.001,0.0,0.001,0.01,0.158,0.003,0.008,0.003,-0.006,0.026000000000000002,0.126
2018-03-23,23:45:00,-0.001,0.001,0.001,0.001,0.01,0.259,0.003,0.008,0.11,-0.005,0.133,0.121
2018-03-24,00:00:00,-0.001,0.001,0.001,0.001,0.01,0.262,0.003,0.008,0.113,-0.005,0.136,0.121
2018-03-24,00:15:00,0.0,0.001,0.0,0.001,0.011,0.157,0.003,0.008,0.003,-0.006,0.026999999999999996,0.124
2018-03-24,00:30:00,0.0,0.001,0.0,0.001,0.01,0.158,0.003,0.008,0.003,-0.006,0.026000000000000002,0.126
2018-03-24,00:45:00,0.0,0.001,0.0,0.001,0.01,0.205,0.003,0.008,0.053,-0.006,0.076,0.12299999999999998
2018-03-24,01:00:00,-0.001,0.0,0.001,0.001,0.01,0.285,0.003,0.008,0.135,-0.005,0.15700000000000003,0.12299999999999994
2018-03-24,01:15:00,0.0,0.0,0.0,0.001,0.01,0.206,0.003,0.008,0.053,-0.006,0.075,0.12499999999999999
2018-03-24,01:30:00,0.0,0.0,0.0,0.001,0.01,0.156,0.003,0.008,0.003,-0.006,0.025,0.125
2018-03-24,01:45:00,0.0,0.0,0.0,0.001,0.01,0.154,0.003,0.008,0.003,-0.006,0.025,0.123
2018-03-24,02:00:00,-0.001,0.0,0.001,0.001,0.011,0.278,0.003,0.008,0.128,-0.005,0.15100000000000002,0.122
2018-03-24,02:15:00,-0.001,0.0,0.001,0.001,0.011,0.247,0.003,0.008,0.095,-0.006,0.11800000000000001,0.12299999999999998
2018-03-24,02:30:00,0.0,0.0,0.0,0.001,0.011,0.156,0.003,0.008,0.003,-0.006,0.026,0.124
2018-03-24,02:45:00,0.0,0.0,0.0,0.001,0.011,0.157,0.003,0.008,0.003,-0.006,0.026,0.125
2018-03-24,03:00:00,0.0,0.0,0.0,0.001,0.011,0.217,0.003,0.008,0.066,-0.006,0.08900000000000001,0.12199999999999998
